codigo_do_ativo,empresa,serie,emissao,ipo,situacao,isin,registro_cvm_da_emissao,data_de_registro_cvm_da_emissao,registro_cvm_do_programa,data_de_registro_cvm_do_programa,data_de_emissao,data_de_vencimento,motivo_de_saida,data_de_saida_novo_vencimento,data_do_inicio_da_rentabilidade,data_do_inicio_da_distribuicao,data_da_proxima_repactuacao,ato_societario_1,data_do_ato_1,ato_societario_2,data_do_ato_2,forma,garantia_especie,classe,quantidade_emitida,artigo_14,artigo_24,quantidade_em_mercado,quantidade_em_tesouraria,quantidade_resgatada,quantidade_cancelada,quantidade_convertida_no_snd,quantidade_convertida_fora_do_snd,quantidade_permutada_no_snd,quantidade_permutada_fora_do_snd,unidade_monetaria,valor_nominal_na_emissao,valor_nominal_atual,data_ult_vna,indice,tipo,criterio_de_calculo,dia_de_referencia_para_indice_de_precos,criterio_para_indice,corrige_a_cada,percentual_multiplicador_rentabilidade,limite_da_tjlp,tipo_de_tratamento_do_limite_da_tjlp,juros_criterio_antigo_do_snd,premios_criterio_antigo_do_snd,amortizacao_taxa,amortizacao_cada,amortizacao_unidade,amortizacao_carencia,amortizacao_criterio,tipo_de_amortizacao,juros_criterio_novo_taxa,juros_criterio_novo_prazo,juros_criterio_novo_cada,juros_criterio_novo_unidade,juros_criterio_novo_carencia,juros_criterio_novo_criterio,juros_criterio_novo_tipo,premio_criterio_novo_taxa,premio_criterio_novo_prazo,premio_criterio_novo_cada,premio_criterio_novo_unidade,premio_criterio_novo_carencia,premio_criterio_novo_criterio,premio_criterio_novo_tipo,participacao_taxa,participacao_cada,participacao_unidade,participacao_carencia,participacao_descricao,banco_mandatario,agente_fiduciario,instituicao_depositaria,coordenador_lider,cnpj,deb_incent_lei_12_431,escritura_padronizada,resgate_antecipado,data_captura,conjunto,arquivo_origem,registro_hash
PMAM17,PARANAPANEMA S.A - EM RECUPERACAO JUDICIAL,001,007,-,Excluído,BRPMAMDBO079,Dispensa ICVM 476,2019-01-04,,,2017-09-01,2019-09-01,03/09/2019 - VENCIMENTO,2019-09-01,,2017-09-01,-,AGE,2017-09-20,RCA,2017-08-28,Escritural,Quirografária,-,334216991,,,000000000000,000000000000,000000000000,,,000000000000,,000000000000,R$,1,1,2019-08-30,SEM-ÍNDICE,,Não Padrão - SND,,-,,-,0,-,,,-,-,,-,-,-,0,,,,,,,0,,,,,,,0,,-,,,BANCO BRADESCO S/A,PENTAGONO S/A DTVM,BANCO BRADESCO S/A,BANCO MODAL S.A,60398369000126,N,,N,2026-06-10,debêntures___características_de_emissões,,fb7ece9680af475836512b8d
PMAM21,PARANAPANEMA S.A - EM RECUPERACAO JUDICIAL,002,001,-,Excluído,BRPMAMDBO020,SEP/GER/DCA - 96/005,1996-03-27,,,1996-02-01,2001-02-01,01/02/2001 - VENCIMENTO,2001-02-01,1996-02-01,,-,AGE,1996-02-09,,,Nominativa,Flutuante,Conversível,40000,,,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,R$,1000,0,,INPC,Correção Monetária,Não Padrão - SND,00,DC,,0,0,-,12% a.a 360 dias,,3,0000,,-,-,Percentual fixo sobre o valor nominal atualizado em períodos uniformes,0,,,,,,,0,,,,,,,0,,-,,,ITAU UNIBANCO S.A.,OLIVEIRA TRUST DTVM S/A,ITAU UNIBANCO S/A,BANCO FATOR S/A,60398369000126,N,n,,2026-06-10,debêntures___características_de_emissões,,002f843c514a1e63d0dafdda
PMAM23,PARANAPANEMA S.A - EM RECUPERACAO JUDICIAL,002,003,Não,Excluído,BRPMAMDBP019,SEP/GER/DCA - 98/007,1998-02-19,,,1997-12-01,2005-12-31,29/06/2006 - VENCIMENTO,2006-06-29,1997-12-01,1998-02-20,-,AGE,1997-12-11,,,Nominativa,Subordinada,Conversível,132740,0,0,000000000000,000000000000,000000000000,000000000000,000000002195,000000000000,000000000000,000000000000,R$,1000,0,2006-06-29,INPC,Correção Monetária,Não Padrão - SND,00,DC,,0,0,-,6% a.a 360 dias,,0,0000,,-,-,-,0,,,,,,,0,,,,,,,0,0000,Ano,,"NO MINIMO O EQUIVALENTE A INPC + 6% A.A., BASE 360",ITAU UNIBANCO S.A.,APORTE DTVM LTDA.,ITAU UNIBANCO S/A,BANCO BRADESCO S/A,60398369000126,N,n,,2026-06-10,debêntures___características_de_emissões,,1a0d4c7765ea9832550b3295
PMAM26,PARANAPANEMA S.A - EM RECUPERACAO JUDICIAL,002,006,-,Excluído,BRPMAMD08M12,CVM/SRE/DCA-2008/002,2008-07-29,,,2008-06-13,2019-06-13,26/01/2009 - CANCELAMENTO,2009-01-26,2008-06-13,,-,RCA,2008-04-17,AGE,2008-06-13,Escritural,Real,Conversível,1500,0,0,000000000000,000000000000,000000000000,000000000061,000000000364,000000000000,000000000000,000000000000,R$,500000,0,2009-01-23,IPCA,Correção Monetária,Padrão - SND,13,DU,,0,0,-,-,,0,0000,MES,-,-,Percentual variável sobre o valor nominal atualizado em períodos não uniformes,9,252,0012,MES,2009-06-13,Útil,Exponencial,0,000,,,,-,-,0,0000,-,,,ITAU UNIBANCO S.A.,SIMPLIFIC PAVARINI DTVM LTDA,ITAU UNIBANCO S/A,BANCO SANTANDER (BRASIL) S/A,60398369000126,N,n,,2026-06-10,debêntures___características_de_emissões,,52a0c5e0ad5d0a5dd9cdbd1f
PMAM27,PARANAPANEMA S.A - EM RECUPERACAO JUDICIAL,002,007,-,Excluído,BRPMAMDBO087,Dispensa ICVM 476/09,2019-01-04,,,2017-09-01,2023-09-01,,2023-09-01,,2017-09-01,-,AGE,2017-09-20,RCA,2017-08-28,Escritural,Quirografária,-,25786827,,,000025786827,000000000000,000000000000,,,000000000000,,000000000000,R$,1,1,2023-09-01,SEM-ÍNDICE,,Não Padrão - SND,,-,,-,0,-,,,-,-,,-,-,-,0,,,,,,,0,,,,,,,0,,-,,,BANCO BRADESCO S/A,PENTAGONO S/A DTVM,BANCO BRADESCO S/A,BANCO MODAL S.A,60398369000126,N,,N,2026-06-10,debêntures___características_de_emissões,,306fca44b580f3422ab5173d
PMAM33,PARANAPANEMA S.A - EM RECUPERACAO JUDICIAL,003,003,Não,Excluído,BRPMAMDBP027,SEP/GER/DCA - 98/008,1998-02-19,,,1997-12-01,2007-12-31,31/12/2007 - VENCIMENTO,2007-12-31,1997-12-01,1998-02-20,-,AGE,1997-12-11,,,Nominativa,Subordinada,Conversível,133140,0,0,000000000000,000000000000,000000000000,000000000000,000000100076,000000000000,000000000000,000000000000,R$,1000,0,2007-12-31,INPC,Correção Monetária,Não Padrão - SND,00,DC,,0,0,-,6% a.a 360 dias,,0,0000,,-,-,-,0,,,,,,,0,,,,,,,0,0000,Ano,,"NO MINIMO O EQUIVALENTE A INPC + 6% A.A., BASE 360",ITAU UNIBANCO S.A.,APORTE DTVM LTDA.,ITAU UNIBANCO S/A,BANCO BRADESCO S/A,60398369000126,N,n,,2026-06-10,debêntures___características_de_emissões,,e8bcbeef75decfce4d306878
PMAV11,PRIMAV  INFRAESTRUTURA S/A,UNI,001,-,Excluído,BRPMAVDBS006,DISPENSA ICVM 476/09,2012-12-26,,,2012-12-26,2022-05-20,,2022-05-20,2012-12-26,,-,AGE,2012-10-23,,,Escritural,Real,Simples,2100,,,000000000000,000000000000,000000002100,000000000000,,000000000000,,000000000000,R$,1000000,313571.303143,2021-03-18,DI,Integrante de Juros,Padrão - SND,,DU,,100,0,-,-,,-,0012,MES,2018-05-20,-,Percentual variável sobre o valor nominal atualizado em períodos uniformes,4.25,UTI,0006,MES,2016-11-20,-,Exponencial,0,000,,0 0,,-,-,0,0000,-,,,BANCO BRADESCO S/A,OLIVEIRA TRUST DTVM S/A,BANCO BRADESCO S/A,BANCO BRADESCO BBI S/A,21314575000159,N,n,S,2026-06-10,debêntures___características_de_emissões,,1456c08b9d6dd45b6a64cd0f
PMAV12,PRIMAV CONSTRUCOES E COMERCIO S/A,UNI,002,-,Excluído,BRPMAVDBS014,DISPENSA ICVM 476/09,2014-07-25,,,2014-07-28,2016-07-28,05/05/2016 - RESGATE TOTAL ANTECIPADO,2016-07-28,2014-07-28,2014-07-28,-,AGE,2014-07-18,,,Escritural,Quirografária,Simples,149,,,000000000149,000000000000,000000000000,,,000000000000,,000000000000,R$,1000000,1000000,2016-05-04,DI,,Padrão - SND,,-,,100,0,-,-,,-,-,,-,-,-,2,252,,,2016-07-28,Útil,Exponencial,,-,,,,-,-,0,,-,,,BANCO BRADESCO S/A,PENTAGONO S/A DTVM,BANCO BRADESCO S/A,BANCO BRADESCO BBI S/A,81110124000121,N,n,S,2026-06-10,debêntures___características_de_emissões,,186bd9c5b240744295e45a41
PMIC11,PRIME INCORPORACOES E CONSTRUCOES S/A,UNI,001,-,Excluído,BRPMICDBS009,DISPENSA ICVM 476/09,2016-06-30,,,2016-06-29,2016-10-02,04/10/2016 - VENCIMENTO,2016-10-02,2016-06-30,2016-06-29,-,AGE,2016-06-20,,,Escritural,Quirografária,Simples,100000,,,000000000000,000000000000,000000100000,,,000000000000,,000000000000,R$,1000,1000,2016-09-30,DI,,Padrão - SND,,-,,107.5,0,-,-,,-,-,,-,-,-,,,,,2016-10-02,-,-,,-,,,,-,-,0,,-,,,ITAU UNIBANCO S.A.,PENTAGONO S/A DTVM,ITAU CV S/A,BANCO ITAU-BBA S/A,00409834000155,N,,S,2026-06-10,debêntures___características_de_emissões,,1658fa0655153d72ff1ffa3c
PMIC12,PRIME INCORPORACOES E CONSTRUCOES S/A,UNI,002,-,Excluído,BRPMICDBS017,DISPENSA ICVM 476/09,2017-01-05,,,2017-01-06,2017-04-06,07/04/2017 - Vencimento,2017-04-06,2017-01-06,2017-01-06,-,AGE,2016-12-22,,,Escritural,Quirografária,Simples,220000,,,000000000000,000000000000,000000220000,,,000000000000,,000000000000,R$,1000,1000,2017-04-06,DI,,Padrão - SND,,-,,107.5,0,-,-,,-,-,,-,-,-,,,,,2017-04-06,-,-,,-,,,,-,-,0,,-,,,ITAU UNIBANCO S.A.,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,ITAU CV S/A,BANCO ITAU-BBA S/A,00409834000155,N,,S,2026-06-10,debêntures___características_de_emissões,,a6a9d0668771852e981570a2
PMIC13,PRIME INCORPORACOES E CONSTRUCOES S/A,UNI,003,-,Excluído,BRPMICDBS025,DISPENSA ICVM 476/09,2017-07-04,,,2017-07-05,2017-10-03,04/10/2017 - VENCIMENTO,2017-10-03,2017-07-05,2017-07-05,-,AGE,2017-06-20,,,Escritural,Quirografária,Simples,30500,,,000000000000,000000000000,000000030500,,,000000000000,,000000000000,R$,10000,10000,2017-10-03,DI,,Padrão - SND,,-,,107.5,0,-,-,,-,-,,-,-,-,,,,,2017-10-03,-,-,,-,,,,-,-,0,,-,,,ITAU UNIBANCO S.A.,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,ITAU CV S/A,BANCO ITAU-BBA S/A,00409834000155,N,,S,2026-06-10,debêntures___características_de_emissões,,e0a068e7052504782a123167
PMIC14,PRIME INCORPORACOES E CONSTRUCOES S/A,UNI,004,-,Excluído,BRPMICDBS033,Dispensa ICVM 476/09,2018-01-08,,,2018-01-08,2018-04-08,23/03/2018 - RESGATE TOTAL ANTECIPADO,2018-04-08,2018-01-08,2018-01-08,-,RCA,2017-12-01,AGE,2017-12-01,Escritural,Quirografária,Simples,30500,,,000000000000,000000000000,000000030500,,,000000000000,,000000000000,R$,10000,10000,2018-03-22,DI,,Padrão - SND,,-,,107.5,0,-,-,,-,-,,-,-,-,,,,,2018-04-08,-,-,,-,,,,-,-,0,,-,,,ITAU UNIBANCO S.A.,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,ITAU CV S/A,BANCO ITAU-BBA S/A,00409834000155,N,,S,2026-06-10,debêntures___características_de_emissões,,22f1ebec1520e4e26d086fb4
PMIC15,PRIME INCORPORACOES E CONSTRUCOES S/A,UNI,005,-,Excluído,BRPMICDBS041,DISPENSA ICVM 476/09,2018-06-29,,,2018-07-02,2018-10-05,08/10/2018 - VENCIMENTO,2018-10-05,2018-07-02,2018-07-02,-,AGE,2018-06-19,,,Escritural,Quirografária,Simples,19000,,,000000000000,000000000000,000000019000,,,000000000000,,000000000000,R$,10000,10000,2018-10-05,DI,,Padrão - SND,,-,,107.5,0,-,-,,-,-,,-,-,-,,,,,2018-10-05,-,-,,-,,,,-,-,0,,-,,,ITAU UNIBANCO S.A.,VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.,ITAU CV S/A,BANCO ITAU-BBA S/A,00409834000155,N,,S,2026-06-10,debêntures___características_de_emissões,,45c193ed5c8db0c50bccf6fa
PMIC16,PRIME INCORPORACOES E CONSTRUCOES S/A,UNI,006,-,Excluído,BRPMICDBS058,DISPENSA ICVM 476/09,2019-06-25,,,2019-06-26,2024-06-26,,2024-06-26,2019-06-26,2019-06-26,-,AGE,2019-06-12,,,Escritural,Quirografária,Simples,15000,,,000000000000,000000000000,000000015000,,,000000000000,,000000000000,R$,10000,3333.34,2024-06-26,DI,,Padrão - SND,,DU,,100,0,-,-,,33.3333,0012,MES,2022-06-26,-,Percentual fixo sobre o valor nominal de emissão em períodos uniformes,1.06,UTI,0006,MES,2019-12-26,-,Exponencial,,-,,,,-,-,0,,-,,,BANCO BRADESCO S/A,PENTAGONO S/A DTVM,BANCO BRADESCO S/A,BANCO BRADESCO BBI S/A,00409834000155,N,,S,2026-06-10,debêntures___características_de_emissões,,5ba905388c1773a37c936015
PMIC18,PRIME INCORPORACOES E CONSTRUCOES S/A,UNI,008,-,Registrado,BRPMICDBS066,DISPENSA ICVM 476/09,2022-04-28,,,2022-04-22,2027-04-22,,2027-04-22,2022-04-29,2022-04-22,-,AGE,2022-04-22,,,Escritural,Quirografária,Simples,50000,,,000000050000,000000000000,000000000000,,,000000000000,,000000000000,R$,1000,1000,2026-06-10,DI,,Padrão - SND,,-,,100,0,-,-,,-,-,,-,-,-,1.75,252,0006,MES,2022-10-22,Útil,Exponencial,,-,,,,-,-,0,,-,,,BANCO BRADESCO S/A,PENTAGONO S/A DTVM,BANCO BRADESCO S/A,CAIXA ECONOMICA FEDERAL,00409834000155,N,,S,2026-06-10,debêntures___características_de_emissões,,78a6a423b40dfecb7fa32914
PMIC19,PRIME INCORPORACOES E CONSTRUCOES S/A,UNI,009,-,Excluído,BRPMICDBS082,SREAUTDEBPRI2023109,2023-05-24,,,2023-05-19,2025-05-19,,2025-05-19,2023-05-30,2023-05-24,-,AGE,2023-05-18,,,Escritural,Quirografária,Simples,30000,,,000000000000,000000000000,000000030000,,,000000000000,,000000000000,R$,1000,1000,2023-11-28,DI,,Padrão - SND,,-,,100,0,-,-,,-,-,,-,-,-,2.65,252,0006,MES,2023-11-19,Útil,Exponencial,,-,,,,-,-,0,,-,,,BANCO BRADESCO S/A,PENTAGONO S/A DTVM,BANCO BRADESCO S/A,BANCO BRADESCO BBI S/A,00409834000155,N,,S,2026-06-10,debêntures___características_de_emissões,,711d0bc904146108fd8deeb9
PMZD11,PMZ DISTRIBUIDORA S.A.,UNI,001,-,Registrado,BRPMZDDBS001,DISPENSA ICVM 476/09,2021-11-29,,,2021-11-22,2027-11-15,,2027-11-15,2021-11-30,2021-11-30,-,AGE,2021-11-18,,,Escritural,Real,Simples,120000,,,000000120000,000000000000,000000000000,,,000000000000,,000000000000,R$,1000,374.999643,2026-06-10,DI,,Padrão - SND,,-,,100,0,-,-,,-,0001,MES,2023-12-15,-,Percentual variável sobre o valor nominal atualizado em períodos uniformes,2.78,252,0001,MES,2021-12-15,Útil,Exponencial,,-,,,,-,-,0,,-,,,BANCO BRADESCO S/A,VORTX DTVM LTDA.,BANCO BRADESCO S/A,BANCO BRADESCO BBI S/A,22763502000107,N,,S,2026-06-10,debêntures___características_de_emissões,,b0d5d5d8f0304e3888cd7f85
PNAM12,PAN FINANCEIRA S.A. - CREDITO FINANCIAMENTO E INVESTIMENTOS,UNI,002,Não,Excluído,BRPANADBS032,CVM/SRE/DEB-2003/001,2003-02-05,,,2002-12-01,2005-12-01,01/12/2005 - VENCIMENTO,2005-12-01,2002-12-01,2003-02-07,-,RCA,2002-11-11,RCA,2003-01-07,Escritural,Subordinada,Simples,15000,,,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,R$,10000,10000,2005-12-02,DI,Integrante de Juros,Padrão - SND,00,DU,,108,0,-,-,,0,0000,,-,-,-,0,000,0006,MES,2003-06-01,Útil,Exponencial,0,000,,,,-,-,0,0000,-,,,ITAU UNIBANCO S.A.,OLIVEIRA TRUST DTVM S/A,ITAU UNIBANCO S/A,BANCO ABC-BRASIL S/A,02682287000102,N,n,,2026-06-10,debêntures___características_de_emissões,,dadd3bb3d544d4db468b2316
PNBI11,PARNAIBA GERACAO E COMERCIALIZACAO DE ENERGIA S.A,001,001,-,Registrado,BRPNBIDBS009,DISPENSA ICVM 476/09,2018-11-23,,,2018-11-15,2025-11-15,,2025-11-15,2018-11-26,2018-11-26,-,AGE,2018-11-05,AGE,2018-11-23,Escritural,Quirografária,Simples,63,,,000000000000,000000000000,000000000063,,,000000000000,,000000000000,R$,5000000,1003592.024349,2025-11-14,IPCA,,Padrão - SND,15,-,,-,0,-,-,,-,0006,MES,2019-11-15,-,Percentual variável sobre o valor nominal atualizado em períodos uniformes,7.2227,252,0006,MES,2019-11-15,Útil,Exponencial,,-,,,,-,-,0,,-,,,BANCO BRADESCO S/A,OLIVEIRA TRUST DTVM S/A,BANCO BRADESCO S/A,,15743303000171,S,,N,2026-06-10,debêntures___características_de_emissões,,d5b24a9aaa8e475b9ac7968e
PNBI21,PARNAIBA GERACAO E COMERCIALIZACAO DE ENERGIA S.A,002,001,-,Registrado,BRPNBIDBS017,DISPENSA ICVM 476/09,2018-11-23,,,2018-11-15,2025-11-15,,2025-11-15,2018-11-26,2018-11-26,-,AGE,2018-11-05,AGE,2018-11-23,Escritural,Quirografária,Simples,551,,,000000000000,000000000000,000000000551,,,000000000000,,000000000000,R$,1000000,177000,2025-04-24,DI,,Padrão - SND,,-,,100,0,-,-,,-,0006,MES,2019-11-15,-,Percentual variável sobre o valor nominal de emissão em períodos uniformes,2.5,252,0006,MES,2019-05-15,Útil,Exponencial,,-,,,,-,-,0,,-,,,BANCO BRADESCO S/A,OLIVEIRA TRUST DTVM S/A,BANCO BRADESCO S/A,,15743303000171,N,,S,2026-06-10,debêntures___características_de_emissões,,045e25f171f06bb7cc099def
PNEU11,ITR COMERCIO DE PNEUS E PECAS S.A,UNI,001,-,Registrado,BRPNEUDBS008,DISPENSA ICVM 476`09,2021-09-24,,,2021-09-21,2026-12-17,,2026-12-17,2021-09-30,2021-09-28,-,AGE,2021-09-21,,,Escritural,Real,Simples,120000000,,,000000000000,000000000000,000119960152,,,000000000000,,000000000000,R$,1,0.001635,2026-06-10,DI,,Padrão - SND,,-,,100,0,-,-,,-,0003,MES,2023-06-17,-,Percentual variável sobre o valor nominal atualizado em períodos uniformes,4.8,252,0003,MES,2021-12-17,Útil,Exponencial,,-,,,,-,-,0,,-,,,,OLIVEIRA TRUST DTVM S/A,OLIVEIRA TRUST DTVM  S/A,BANCO MODAL S.A,15426874000182,N,,S,2026-06-10,debêntures___características_de_emissões,,7292cc712b0ba737c2cf5626
PNOR12,PRONOR PETROQUIMICA S/A,001,002,-,Excluído,,SEP/GER/DEB - 91/038,1991-10-09,,,1991-07-01,1994-08-01,01/08/1995 - VENCIMENTO,1995-08-01,1991-08-01,,-,AGE,1991-07-17,,,Escritural,Flutuante,Simples,256,,,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,R$,31222000,0,,US$ COMERCIAL,Correção Monetária,Não Padrão - SND,00,DC,,0,0,-,14.5% a.a 360 dias,,0,0000,,-,-,-,0,,,,,,,0,,,,,,,0,,-,,,BANCO DA BAHIA S/A,LEONIDAS CARDOSO DE MENEZES,,BANCO DA BAHIA S/A,13552070000102,N,n,,2026-06-10,debêntures___características_de_emissões,,daedcf6fffd0bcf8ede4438f
PNVL11,DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS,UNI,001,-,Excluído,BRPNVLDBS001,DISPENSA ICVM 476/09,2014-11-07,,,2014-09-22,2020-09-22,31/10/2017 - RESGATE TOTAL ANTECIPADO,2020-09-22,2014-11-10,2014-10-29,-,RCA,2014-08-29,,,Escritural,Real,Simples,600,,,000000000000,000000000000,000000000600,,,000000000000,,000000000000,R$,100000,75000,2017-10-30,DI,,Padrão - SND,,-,,100,0,-,-,,12.5,0006,MES,2017-03-22,-,Percentual fixo sobre o valor nominal de emissão em períodos uniformes,1.31,252,0006,MES,2015-03-22,Útil,Exponencial,,-,,,,-,-,0,,-,,,BANCO BRADESCO S/A,PENTAGONO S/A DTVM,BANCO BRADESCO S/A,BANCO BRADESCO BBI S/A,92665611000177,N,n,S,2026-06-10,debêntures___características_de_emissões,,114175327328a4ea2d822e23
PNVL12,DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS,UNI,002,-,Excluído,BRPNVLDBS019,DISPENSA ICVM 476/09,2017-10-25,,,2017-10-06,2020-10-06,15/05/2019 - RESGATE TOTAL ANTECIPADO,2020-10-06,2017-10-27,2017-10-27,-,RCA,2017-09-28,,,Escritural,Quirografária,Simples,140000,,,000000000000,000000000000,000000140000,,,000000000000,,000000000000,R$,1000,600,2019-05-14,DI,,Padrão - SND,,-,,108,0,-,-,,20,0006,MES,2018-10-06,-,Percentual fixo sobre o valor nominal de emissão em períodos uniformes,,,0006,MES,2018-04-06,-,-,,-,,,,-,-,0,,-,,,BANCO BRADESCO S/A,SIMPLIFIC PAVARINI DTVM LTDA,BANCO BRADESCO S/A,BANCO BRADESCO BBI S/A,92665611000177,N,,S,2026-06-10,debêntures___características_de_emissões,,bb18f5c38527c95b2592196b
PNVL13,DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS,UNI,003,-,Excluído,BRPNVLDBS027,DISPENSA ICVM 476/09,2019-05-10,,,2019-05-10,2024-05-10,,2024-05-10,2019-05-13,2019-05-13,-,RCA,2019-04-12,,,Escritural,Quirografária,Simples,185000,,,000000000000,000000000000,000000185000,,,000000000000,,000000000000,R$,1000,143.2,2024-05-10,DI,,Padrão - SND,,-,,109,0,-,-,,14.28,0006,MES,2021-05-10,-,Percentual fixo sobre o valor nominal de emissão em períodos uniformes,,,0006,MES,2019-11-10,-,-,,-,,,,-,-,0,,-,,,BANCO BRADESCO S/A,VX PAVARINI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,BANCO BRADESCO S/A,BANCO BRADESCO BBI S/A,92665611000177,N,,S,2026-06-10,debêntures___características_de_emissões,,cf429899448f44d03a88839c
PNVL14,DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS,UNI,004,-,Registrado,BRPNVLDBS043,DISPENSA ICVM 476/09,2022-04-28,,,2022-04-25,2025-04-25,,2025-04-25,2022-04-29,2022-04-26,-,RCA,2022-04-25,,,Escritural,Quirografária,Simples,150000,,,000000000000,000000000000,000000150000,,,000000000000,,000000000000,R$,1000,200.0001,2025-04-25,DI,,Padrão - SND,,-,,100,0,-,-,,-,0006,MES,2023-04-25,-,Percentual variável sobre o valor nominal atualizado em períodos uniformes,1.4,252,0006,MES,2022-10-25,Útil,Exponencial,,-,,,,-,-,0,,-,,,BANCO BRADESCO S/A,VX PAVARINI DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA,BANCO BRADESCO S/A,BANCO BRADESCO BBI S/A,92665611000177,N,,S,2026-06-10,debêntures___características_de_emissões,,fcc47d7873755fb0c192a5f3
PNVL16,DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS,UNI,006,-,Registrado,BRPNVLDBS068,UT/DEB/PRI/2025/620.,2025-08-28,,,2025-08-15,2030-08-15,,2030-08-15,2025-08-29,2025-08-28,-,RCA,2025-08-14,,,Escritural,Quirografária,Simples,160000,,,000000160000,000000000000,000000000000,,,000000000000,,000000000000,R$,1000,1000,2026-06-10,DI,,Padrão - SND,,-,,100,0,-,-,,-,0012,MES,2028-08-15,-,Percentual variável sobre o valor nominal atualizado em períodos uniformes,0.55,252,0006,MES,2026-02-15,Útil,Exponencial,,-,,,,-,-,0,,-,,,BANCO BRADESCO S/A,OLIVEIRA TRUST DTVM S/A,BANCO BRADESCO S/A,BANCO BRADESCO BBI S/A,92665611000177,N,,S,2026-06-10,debêntures___características_de_emissões,,4b16ac7e9794686326d3c651
PNXS11,PANEX S/A INDUSTRIA E COMERCIO,001,001,-,Excluído,BRPNXSDBP016,SEP/GER/DCA - 96/007,1996-04-29,,,1996-03-01,2001-03-01,21/06/1999 - CANCELAMENTO,1999-06-21,1996-05-06,,-,AGE,1996-02-01,,,Escritural,Flutuante,Conversível,25000,,,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,R$,1000,0,,INPC,Correção Monetária,Não Padrão - SND,00,DC,,0,0,-,12% a.a 360 dias,,3,0000,,-,-,Percentual fixo sobre o valor nominal atualizado em períodos uniformes,0,,,,,,,0,,,,,,,0,,-,,,BANCO BRADESCO S/A,PENTAGONO S/A DTVM,,BANCO BRADESCO S/A,61077830000101,N,n,,2026-06-10,debêntures___características_de_emissões,,df372e74b4a2b9d9a1d8d467
PNXT11,PHOENIX TOWER PARTICIPACOES S /A,001,001,-,Excluído,BRPNXTDBS000,DISPENSA ICVM 476/09,2018-11-12,,,2018-10-15,2025-10-15,,2025-10-15,2018-11-13,2018-11-13,-,AGE,2018-10-11,RCA,2018-10-11,Escritural,Real,Simples,36,,,000000000000,000000000000,000000000036,,,000000000000,,000000000000,R$,1000000,1000000,2019-12-19,DI,,Padrão - SND,,-,,100,0,-,-,,-,0006,MES,2021-04-15,-,Percentual variável sobre o valor nominal de emissão em períodos uniformes,2.75,252,0006,MES,2019-04-15,Útil,Exponencial,,-,,,,-,-,0,,-,,,ITAU UNIBANCO S.A.,OLIVEIRA TRUST DTVM S/A,ITAU CV S/A,BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,20228158000120,N,,S,2026-06-10,debêntures___características_de_emissões,,4b967ebe3c34b20c1f724122
PNXT12,PHOENIX TOWER PARTICIPACOES S /A,001,002,-,Excluído,BRPNXTDBS034,DISPENSA ICVM 476/09,2019-08-07,,,2019-07-25,2026-04-15,,2026-04-15,2019-08-08,2019-08-08,-,AGE,2019-07-22,RCA,2019-07-22,Escritural,Real,Simples,93,,,000000000000,000000000000,000000000093,,,000000000000,,000000000000,R$,500000,500000,2019-12-19,DI,,Padrão - SND,,-,,100,0,-,-,,-,0006,MES,2022-04-15,-,Percentual variável sobre o valor nominal de emissão em períodos uniformes,3.75,252,0006,MES,2019-10-15,Útil,Exponencial,,-,,,,-,-,0,,-,,,ITAU UNIBANCO S.A.,OLIVEIRA TRUST DTVM S/A,ITAU CV S/A,BANVOX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,20228158000120,N,,S,2026-06-10,debêntures___características_de_emissões,,34260232f5132bebb6f6daea
