codigo_do_ativo,empresa,serie,emissao,ipo,situacao,isin,registro_cvm_da_emissao,data_de_registro_cvm_da_emissao,registro_cvm_do_programa,data_de_registro_cvm_do_programa,data_de_emissao,data_de_vencimento,motivo_de_saida,data_de_saida_novo_vencimento,data_do_inicio_da_rentabilidade,data_do_inicio_da_distribuicao,data_da_proxima_repactuacao,ato_societario_1,data_do_ato_1,ato_societario_2,data_do_ato_2,forma,garantia_especie,classe,quantidade_emitida,artigo_14,artigo_24,quantidade_em_mercado,quantidade_em_tesouraria,quantidade_resgatada,quantidade_cancelada,quantidade_convertida_no_snd,quantidade_convertida_fora_do_snd,quantidade_permutada_no_snd,quantidade_permutada_fora_do_snd,unidade_monetaria,valor_nominal_na_emissao,valor_nominal_atual,data_ult_vna,indice,tipo,criterio_de_calculo,dia_de_referencia_para_indice_de_precos,criterio_para_indice,corrige_a_cada,percentual_multiplicador_rentabilidade,limite_da_tjlp,tipo_de_tratamento_do_limite_da_tjlp,juros_criterio_antigo_do_snd,premios_criterio_antigo_do_snd,amortizacao_taxa,amortizacao_cada,amortizacao_unidade,amortizacao_carencia,amortizacao_criterio,tipo_de_amortizacao,juros_criterio_novo_taxa,juros_criterio_novo_prazo,juros_criterio_novo_cada,juros_criterio_novo_unidade,juros_criterio_novo_carencia,juros_criterio_novo_criterio,juros_criterio_novo_tipo,premio_criterio_novo_taxa,premio_criterio_novo_prazo,premio_criterio_novo_cada,premio_criterio_novo_unidade,premio_criterio_novo_carencia,premio_criterio_novo_criterio,premio_criterio_novo_tipo,participacao_taxa,participacao_cada,participacao_unidade,participacao_carencia,participacao_descricao,banco_mandatario,agente_fiduciario,instituicao_depositaria,coordenador_lider,cnpj,deb_incent_lei_12_431,escritura_padronizada,resgate_antecipado,data_captura,conjunto,arquivo_origem,registro_hash
PLAM14,PONTUAL LEASING S/A ARREND MERCANTIL,001,004,-,Excluído,BRPTLSDBS079,SEP/GER/DEB - 96/068,1996-07-08,,,1996-06-01,1998-08-01,01/08/1998 - VENCIMENTO,1998-08-01,1996-06-01,,-,AGE,1996-05-29,,,Nominativa,Subordinada,Simples,5000,0,0,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,R$,10000,0,,SEM-ÍNDICE,,Não Padrão - SND,00,DC,,0,0,-,28% a.a 360 dias,,0,0000,,-,-,Percentual fixo sobre o valor nominal atualizado em períodos uniformes,0,,,,,,,0,,,,,,,0,0000,-,,,CONTINENTAL BCO S/A,SLW CVC LTDA.,,BANCO PONTUAL S/A,68271295000174,N,n,,2026-06-10,debêntures___características_de_emissões,,5c9db4c44f3148f497856ba7
PLAM15,PONTUAL LEASING S/A ARREND MERCANTIL,001,005,-,Excluído,BRPTLSDBS087,SEP/GER/DEB - 96/097,1996-09-11,,,1996-09-01,1998-09-01,01/09/1998 - VENCIMENTO,1998-09-01,1996-09-01,,-,AGE,1996-07-27,,,Nominativa,Subordinada,Simples,15000,,,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,R$,10000,0,,SEM-ÍNDICE,,Não Padrão - SND,00,DC,,0,0,-,25% a.a 360 dias,,0,0000,,-,-,-,0,,,,,,,0,,,,,,,0,,-,,,CONTINENTAL BCO S/A,PENTAGONO S/A DTVM,,BANCO PONTUAL S/A,68271295000174,N,n,,2026-06-10,debêntures___características_de_emissões,,0da33c9adf7955c709fcd77e
PLAM16,PONTUAL LEASING S/A ARREND MERCANTIL,001,006,-,Excluído,BRPTLSDBS095,SEP/GER/DEB - 96/169,1996-12-03,,,1996-11-01,1999-01-01,01/01/1999 - VENCIMENTO,1999-01-01,1996-11-01,,-,AGE,1996-10-31,,,Nominativa,Subordinada,Simples,10000,0,0,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,R$,10000,0,,SEM-ÍNDICE,,Não Padrão - SND,00,DC,,0,0,-,24% a.a 360 dias,,0,0000,,-,-,Percentual fixo sobre o valor nominal atualizado em períodos uniformes,0,,,,,,,0,,,,,,,0,0000,-,,,CONTINENTAL BCO S/A,PLANNER CV S/A,,BANCO PONTUAL S/A,68271295000174,N,n,,2026-06-10,debêntures___características_de_emissões,,7461c8687e693a94ddb9b3ae
PLAM17,PONTUAL LEASING S/A ARREND MERCANTIL,001,007,Não,Excluído,BRPTLSDBS0A6,SEP/GER/DEB - 98/067,1998-10-06,,,1998-08-01,2000-08-01,01/08/2000 - VENCIMENTO,2000-08-01,1998-08-01,,-,AGE,1998-06-01,,,Nominativa,Subordinada,Simples,30000,,,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,R$,5000,0,,SEM-ÍNDICE,,Não Padrão - SND,00,DC,,0,0,-,25% a.a 360 dias,,0,0000,,-,-,-,0,,,,,,,0,,,,,,,0,,-,,,CONTINENTAL BCO S/A,OLIVEIRA TRUST DTVM S/A,,BANCO BOAVISTA INTERATLÂNTICO S/A,68271295000174,N,n,,2026-06-10,debêntures___características_de_emissões,,9262a9df343df439187fb9b6
PLAM21,PONTUAL LEASING S/A ARREND MERCANTIL,002,001,-,Excluído,BRPTLSDBS012,SEP/GER/DEB - 93/034,1993-09-24,,,1992-11-01,1995-11-01,01/11/1995 - VENCIMENTO,1995-11-01,1992-11-01,,-,AGE,1992-10-26,,,Nominativa,Subordinada,Simples,75,,,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,R$,500000,0,,IGP-M,Correção Monetária,Não Padrão - SND,00,DC,,0,0,-,12% a.a 360 dias,,0,0000,,-,-,Percentual fixo sobre o valor nominal atualizado em períodos uniformes,0,,,,,,,0,,,,,,,0,,-,,,CONTINENTAL BCO S/A,OLIVEIRA TRUST DTVM S/A,,BANCO PONTUAL S/A,68271295000174,N,n,,2026-06-10,debêntures___características_de_emissões,,171f620e8aee0c1e993eba69
PLAM22,PONTUAL LEASING S/A ARREND MERCANTIL,002,002,-,Excluído,BRPTLSDBS046,SEP/GER/DEB - 95/007,1995-02-24,,,1994-11-01,1996-11-01,01/11/1996 - VENCIMENTO,1996-11-01,1994-11-01,,-,AGE,1994-10-24,,,Nominativa,Subordinada,Simples,14000,,,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,R$,5000,0,,TR,Correção Monetária,Não Padrão - SND,00,DC,,0,0,-,6% a.a 360 dias,,0,0000,,-,-,-,0,,,,,,,0,,,,,,,0,,-,,,CONTINENTAL BCO S/A,PLANNER CV S/A,,BANCO PONTUAL S/A,68271295000174,N,n,,2026-06-10,debêntures___características_de_emissões,,80f22da5b596898fd3c435fc
PLAM23,PONTUAL LEASING S/A ARREND MERCANTIL,002,003,-,Excluído,BRPTLSDBS061,SEP/GER/DEB - 95/036,1995-06-22,,,1995-06-01,1997-08-01,01/08/1997 - VENCIMENTO,1997-08-01,1995-06-01,,-,AGE,1995-05-10,,,Nominativa,Subordinada,Simples,10000,0,0,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,R$,5000,0,,TR-REAL,Correção Monetária,Não Padrão - SND,00,DC,,0,0,-,12% a.a 360 dias,,0,0000,,-,-,Percentual fixo sobre o valor nominal atualizado em períodos uniformes,0,,,,,,,0,,,,,,,0,0000,-,,,CONTINENTAL BCO S/A,APORTE DTVM LTDA.,,BANCO BRADESCO S/A,68271295000174,N,n,,2026-06-10,debêntures___características_de_emissões,,9c57c5f8962eee2337514407
PLAM31,PONTUAL LEASING S/A ARREND MERCANTIL,003,001,-,Excluído,BRPTLSDBS020,SEP/GER/DEB - 93/116,1993-12-22,,,1992-11-01,1996-02-01,01/02/1996 - VENCIMENTO,1996-02-01,1994-01-01,,-,AGE,1992-10-26,,,Nominativa,Subordinada,Simples,150,,,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,R$,500000,0,,IGP-M,Correção Monetária,Não Padrão - SND,00,DC,,0,0,-,12% a.a 360 dias,,0,0000,,-,-,Percentual fixo sobre o valor nominal atualizado em períodos uniformes,0,,,,,,,0,,,,,,,0,,-,,,CONTINENTAL BCO S/A,OLIVEIRA TRUST DTVM S/A,,BANCO PONTUAL S/A,68271295000174,N,n,,2026-06-10,debêntures___características_de_emissões,,86c7189231bf2ec7a31842db
PLAY12,HOPI HARI S/A,UNI,002,Não,Excluído,BRPQTMDBS055,CVM/SRE/DEB-2000/019,2000-07-17,,,2000-06-01,2002-06-01,03/10/2008 - VENCIMENTO,2008-10-03,2001-05-14,2000-07-20,-,AGE,2000-04-18,RCA,2000-05-04,Escritural,Quirografária,Simples,5000,0,0,000000000000,000000000000,000000000000,000000001000,000000000000,000000000000,000000000000,000000000000,R$,10000,0,2008-10-01,DI,Integrante de Juros,Não Padrão - SND,00,DU,,100,0,-,2% a.a 252 dias,,0,0000,,-,-,-,0,,,,,,,0,,,,,,,0,0000,-,,,BANCO BRADESCO S/A,PLANNER CV S/A,BANCO BRADESCO S/A,BANCO BRADESCO S/A,00924432000199,N,n,,2026-06-10,debêntures___características_de_emissões,,04c666a1c073d307400f0864
PLAY13,HOPI HARI S/A,UNI,003,-,Excluído,BRPQTMDBS063,CVM/SRE/DEB-2009/005,2009-06-10,,,2009-03-06,2024-06-18,20/01/2017 - VENCIMENTO,2024-06-18,2009-06-18,2013-01-02,-,RCA,2009-03-03,AGE,2009-03-06,Escritural,Subordinada,Simples,25380,0,0,000000022440,000000000000,000000000000,000000000000,,000000000000,,000000000000,R$,470.532112,626.474395,2017-01-19,INPC,Correção Monetária,Não Padrão - SND,,-,,-,0,-,2% a.a 252 dias,,-,0012,MES,2013-06-18,-,Percentual variável sobre o valor nominal atualizado em períodos uniformes,0,,,,,,,0,,,,,,,0,0000,-,,,BANCO BRADESCO S/A,SLW CVC LTDA,BANCO BRADESCO S/A,TRUSTEE DTVM LTDA,00924432000199,N,n,S,2026-06-10,debêntures___características_de_emissões,,a754b36411adbd1461d5b613
PLII11,SPRS PLATAO CAPITAL II S.A.,UNI,001,-,Registrado,BRPLIIDBS008,SREAUTDEBPRI202351,2023-03-24,,,2023-03-15,2038-01-31,,2038-01-31,2023-03-27,2023-03-24,-,AGE,2023-03-15,,,Escritural,Real,Simples,64700,,,000000064700,000000000000,000000000000,,,000000000000,,000000000000,R$,1000,0,2026-06-10,DI,,Não Padrão - SND,,-,,-,0,-,2.5% a.a 252 dias,,-,0001,MES,2023-05-15,-,Percentual variável sobre o valor nominal atualizado em períodos uniformes,0,,,,,,,0,,,,,,,0,,-,,,,VORTX DTVM LTDA.,,MIRAE ASSET (BRASIL) CCTVM  LTDA,49933670000150,N,,S,2026-06-10,debêntures___características_de_emissões,,3e07581c018f6a7e591d0493
PLIM11,NET SERVICOS DE COMUNICACAO S.A.,UNI,001,Não,Excluído,BRPLIMDBS018,SEP/GER-2/DEB-98/075,1998-12-23,,,1998-11-01,2001-11-01,01/11/2001 - VENCIMENTO,2001-11-01,1998-11-01,1998-12-29,-,AGE,1998-10-26,,,Nominativa,Quirografária,Simples,150,,,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,R$,1000000,0,,DI,Integrante de Juros,Não Padrão - SND,00,DU,,0,0,-,0  000,,0,0000,,-,-,-,0,,,,,,,0,,,,,,,0,0000,-,,,BANCO BRADESCO S/A,SIMPLIFIC PAVARINI DTVM LTDA,,BANCO BRADESCO S/A,00108786000165,N,n,,2026-06-10,debêntures___características_de_emissões,,77c3371edcc341cd57a30501
PLIM12,NET SERVICOS DE COMUNICACAO S.A.,UNI,002,Não,Excluído,BRNETCDBP004,CVM/SRE/DCA - 99/010,1999-12-24,,,1999-12-01,2006-12-01,06/07/2005 - CANCELAMENTO,2005-07-06,1999-12-01,1999-12-29,-,AGE,1999-11-16,,,Escritural,Quirografária,Conversível,3500,,,000000000000,000000000000,000000000000,000000000000,000000001128,000000000000,000000000000,000000000000,R$,100000,134670.903572,2005-07-06,IGP-M,Correção Monetária,Padrão - SND,01,DC,,0,0,-,-,,0,0012,MES,2004-12-01,-,Percentual variável sobre o valor nominal atualizado em períodos uniformes,12,360,0012,MES,2001-12-01,Civil,Exponencial,0,000,,,,-,-,0,0000,-,,,BANCO BRADESCO S/A,OLIVEIRA TRUST DTVM S/A,BANCO BRADESCO S/A,BANCO J.P. MORGAN S/A,00108786000165,N,n,,2026-06-10,debêntures___características_de_emissões,,88b20eea70341a370576a3f0
PLIM13,NET SERVICOS DE COMUNICACAO S.A.,UNI,003,Não,Registrado,BRNETCDBS008,CVM/SRE/DEB-2001/004,2001-02-07,,,2000-12-01,9999-01-01,,9999-01-01,2000-12-01,,-,AGE,2000-11-23,RCA,2001-01-26,Escritural,Quirografária,Simples,20000,,,000000000000,000000000000,000000000000,000000018386,,000000000000,,000000000000,R$,10000,10000,2026-06-10,DI,Integrante de Juros,Não Padrão - SND,,-,,100,0,-,1.05% a.a 252 dias,,-,-,,-,-,-,0,,,,,,,0,,,,,,,0,0000,-,,,BANCO BRADESCO S/A,SLW CVC LTDA,BANCO BRADESCO S/A,BANCO JPM S/A,00108786000165,N,n,S,2026-06-10,debêntures___características_de_emissões,,d956e6756f440ca441d99124
PLIM14,NET SERVICOS DE COMUNICACAO S.A.,001,004,Não,Excluído,BRNETCDBS016,CVM/SRE/DEB-2005/010,2005-03-18,,,2004-06-30,2005-12-15,21/09/2005 - RESGATE TOTAL ANTECIPADO,2005-09-21,2004-06-30,2005-03-21,-,RCA,2004-11-03,AGE,2005-02-04,Escritural,Real,Simples,258,,,000000000000,000000000000,000000000000,000000000003,000000000000,000000000000,000000000000,000000000000,R$,241663.74,133737.535322,2005-09-22,DI,Integrante de Juros,Padrão - SND,00,DU,,100,0,-,-,,0,0003,MES,2006-03-15,-,Percentual variável sobre o valor nominal de emissão em períodos uniformes,2,252,0003,MES,2005-06-15,Útil,Exponencial,0,000,,,,-,-,0,0000,-,,,BANCO BRADESCO S/A,PLANNER CV S/A,BANCO BRADESCO S/A,BANCO BRADESCO S/A,00108786000165,N,n,,2026-06-10,debêntures___características_de_emissões,,b47a1053cf1df6dc2b2eca4d
PLIM15,NET SERVICOS DE COMUNICACAO S.A.,UNI,005,Não,Excluído,BRNETCDBS032,CVM/SRE/DEB-2005/042,2005-09-13,,,2005-08-15,2003-12-01,27/12/2006 - RESGATE TOTAL ANTECIPADO,2006-12-27,2005-08-15,2005-09-14,-,RCA,2005-09-02,RCA,2005-09-09,Escritural,Quirografária,Simples,65000,0,0,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,R$,10000,0,2006-12-28,DI,Integrante de Juros,Padrão - SND,00,DU,,100,0,-,-,,25,0012,MES,2008-08-15,-,Percentual fixo sobre o valor nominal de emissão em períodos uniformes,1.5,252,0006,MES,2006-02-15,Útil,Exponencial,0,000,,,,-,-,0,0000,-,,,BANCO BRADESCO S/A,OLIVEIRA TRUST DTVM S/A,BANCO BRADESCO S/A,ITAU UNIBANCO CISÃO PARCIAL  B ITAU BBA,00108786000165,N,n,,2026-06-10,debêntures___características_de_emissões,,185d7958e893caa02c0a5da9
PLIM16,NET SERVICOS DE COMUNICACAO S.A.,UNI,006,Não,Excluído,BRNETCDBS040,CVM/SRE/DEB-2006/053,2006-12-21,CVM/SRE/PRO-2006/012,2006-12-21,2006-12-01,2013-12-01,22/05/2012 - RESGATE TOTAL ANTECIPADO,2012-05-22,2009-10-01,2006-12-26,-,RCA,2006-10-23,RCA,2006-12-18,Escritural,Quirografária,Simples,58000,0,0,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,R$,10000,0,2012-05-21,DI,Integrante de Juros,Padrão - SND,00,DU,,100,0,-,-,,25,0012,MES,2012-06-01,-,Percentual fixo sobre o valor nominal de emissão em períodos uniformes,1.6,252,0006,MES,2009-12-01,Útil,Exponencial,0,000,,,,-,-,0,0000,-,,,BANCO BRADESCO S/A,PENTAGONO SA DTVM,BANCO BRADESCO S/A,BANCO BRADESCO S/A,00108786000165,N,n,,2026-06-10,debêntures___características_de_emissões,,2f182b58f844d3cbfb05949d
PLIM24,NET SERVICOS DE COMUNICACAO S.A.,002,004,Não,Excluído,BRNETCDBS024,CVM/SRE/DEB-2005/011,2005-03-18,,,2004-06-30,2005-12-15,21/09/2005 - RESGATE TOTAL ANTECIPADO,2005-09-21,2004-06-30,2005-03-21,-,RCA,2004-11-03,AGE,2005-02-04,Escritural,Real,Simples,19514,,,000000000000,000000000000,000000000000,000000001630,000000000000,000000000000,000000000000,000000000000,R$,15040.64,8323.541311,2005-09-22,DI,Integrante de Juros,Padrão - SND,00,DU,,100,0,-,-,,0,0003,MES,2006-03-15,-,Percentual variável sobre o valor nominal de emissão em períodos uniformes,2,252,0003,MES,2005-06-15,Útil,Exponencial,0,000,,,,-,-,0,0000,-,,,BANCO BRADESCO S/A,PLANNER CV S/A,BANCO BRADESCO S/A,BANCO BRADESCO S/A,00108786000165,N,n,,2026-06-10,debêntures___características_de_emissões,,71e1e8bcd9ccd2553cc84ce4
PLIN11,POLO FILMS INDUSTRIA E COMERCIO SA..,001,001,-,Excluído,BRPLINDBS008,DISPENSA ICVM 476/09,2017-08-08,,,2017-06-21,2024-10-01,,2024-10-01,2017-08-09,2017-08-09,-,AGE,2017-06-21,AGE,2017-07-14,Escritural,Real,Simples,27081,,,000000000000,000000000000,000000027081,,,000000000000,,000000000000,R$,1000,230.964547,2022-11-07,DI,,Padrão - SND,,-,,100,0,-,-,,-,0001,MES,2018-11-01,-,Percentual variável sobre o valor nominal de emissão em períodos uniformes,2,252,0001,MES,2018-10-01,Útil,Exponencial,,-,,,,-,-,0,,-,,,ITAU UNIBANCO S.A.,TRUSTEE DTVM LTDA,ITAU CV S/A,BANCO SANTANDER (BRASIL) S/A,26051817000182,N,,S,2026-06-10,debêntures___características_de_emissões,,c997d7def6887ba7835e9cb2
PLIN21,POLO FILMS INDUSTRIA E COMERCIO SA..,002,001,-,Excluído,BRPLINDBS016,DISPENSA ICVM 476/09,2017-12-11,,,2017-06-21,2027-10-01,,2027-10-01,2017-08-09,,-,AGE,2017-06-21,AGE,2017-07-14,Escritural,Real,Simples,54162,,,000000000000,000000000000,000000054162,,,000000000000,,000000000000,R$,1000,162.821277,2022-09-02,DI,,Padrão - SND,,-,,100,0,-,-,,-,-,,-,-,-,2,252,0001,MES,2018-10-01,Útil,Exponencial,,-,,,,-,-,0,,-,,,ITAU UNIBANCO S.A.,TRUSTEE DTVM LTDA,ITAU CV S/A,BANCO SANTANDER (BRASIL) S/A,26051817000182,N,,N,2026-06-10,debêntures___características_de_emissões,,9563b1bf2da875811b063915
PLIN31,POLO FILMS INDUSTRIA E COMERCIO SA..,003,001,-,Registrado,BRPLINDBS024,DISPENSA ICVM 476/09,2017-12-11,,,2017-06-21,2027-10-01,,2027-10-01,2017-08-09,,-,AGE,2017-06-21,AGE,2017-07-14,Escritural,Real,Simples,68975,,,000000000000,000000000000,000000000000,000000068975,,000000000000,,000000000000,R$,1000,1000,2025-06-02,DI,,Padrão - SND,,-,,100,0,-,-,,-,-,,-,-,-,,,,,2027-10-01,-,-,,-,,,,-,-,0,,-,,,ITAU UNIBANCO S.A.,TRUSTEE DTVM LTDA,ITAU CV S/A,BANCO SANTANDER (BRASIL) S/A,26051817000182,N,,S,2026-06-10,debêntures___características_de_emissões,,738b20525f4a06b947203506
PLIN41,POLO FILMS INDUSTRIA E COMERCIO SA..,004,001,-,Registrado,BRPLINDBS032,DISPENSA ICVM 476/09,2017-12-11,,,2017-06-21,2027-10-01,,2027-10-01,2017-08-09,,-,AGE,2017-06-21,AGE,2017-07-14,Escritural,Real,Simples,98033,,,000000000000,000000000000,000000000000,000000098033,,000000000000,,000000000000,R$,1000,1000,2025-06-02,DI,,Padrão - SND,,-,,100,0,-,-,,-,-,,-,-,-,,,,,2027-10-01,-,-,,-,,,,-,-,0,,-,,,ITAU UNIBANCO S.A.,TRUSTEE DTVM LTDA,ITAU CV S/A,,26051817000182,N,,S,2026-06-10,debêntures___características_de_emissões,,a1c6c3fd46f07e3e26957438
PLPL11,PLANO E PLANO DESENVOLVIMENTO IMOBILIARIO S.A,UNI,001,-,Excluído,BRPLPLDBS007,DISPENSA ICVM 476/09,2021-03-11,,,2021-03-08,2023-09-08,,2023-09-08,2021-03-12,2021-03-12,-,RCA,2021-03-04,,,Escritural,Quirografária,Simples,60000,,,000000000000,000000000000,000000060000,,,000000000000,,000000000000,R$,1000,200,2023-09-08,DI,,Padrão - SND,,-,,100,0,-,-,,-,0003,MES,2022-09-08,-,Percentual variável sobre o valor nominal atualizado em períodos uniformes,2.25,252,0003,MES,2021-06-08,Útil,Exponencial,,-,,,,-,-,0,,-,,,ITAU UNIBANCO S.A.,PENTAGONO S/A DTVM,ITAU CV S/A,BANCO ITAU-BBA S/A,24230275000180,N,,S,2026-06-10,debêntures___características_de_emissões,,77b3cf23f2d563d53d766cbe
PLSB19,AUTOPISTA LITORAL SUL S/A.,UNI,009,-,Excluído,BRAPLSDBS012,DISPENSA ICVM 476/09,2021-03-22,,,2021-03-17,2022-09-17,,2022-09-17,2021-03-23,2021-03-23,-,AGE,2021-03-17,,,Escritural,Quirografária,Simples,550000,,,000000000000,000000000000,000000550000,,,000000000000,,000000000000,R$,1000,1000,2021-11-23,DI,,Padrão - SND,,-,,100,0,-,-,,-,-,,-,-,-,1.62,252,0006,MES,2021-09-17,Útil,Exponencial,,-,,,,-,-,0,,-,,,ITAU UNIBANCO S.A.,PENTAGONO S/A DTVM,ITAU CV S/A,BCO BTG PACTUAL S/A,09313969000197,N,,S,2026-06-10,debêntures___características_de_emissões,,5a3a53a1cf0e474f84d862ff
PLSB1A,AUTOPISTA LITORAL SUL S/A.,001,010,-,Registrado,BRAPLSDBS020,CVM/SRE/DEB/2021/010,2021-11-10,,,2021-10-15,2031-10-15,,2031-10-15,2021-11-11,2021-11-11,-,AGE,2021-08-13,,,Escritural,Quirografária,Simples,1754020,,,000001754020,000000000000,000000000000,,,000000000000,,000000000000,R$,1000,1213.693885,2026-06-10,IPCA,,Padrão - SND,15,-,,-,0,-,-,,-,0006,MES,2025-10-15,-,Percentual variável sobre o valor nominal atualizado em períodos uniformes,5.855,252,0006,MES,2022-04-15,Útil,Exponencial,,-,,,,-,-,0,,-,,,ITAU UNIBANCO S.A.,PENTAGONO S/A DTVM,ITAU CV S/A,BCO BTG PACTUAL S/A,09313969000197,S,,N,2026-06-10,debêntures___características_de_emissões,,a5bae19528dfd05a32f2cd1b
PLSB2A,AUTOPISTA LITORAL SUL S/A.,002,010,-,Registrado,BRAPLSDBS038,CVM/SRE/DEB/2021/011,2021-11-10,,,2021-10-15,2028-10-15,,2028-10-15,2021-11-11,2021-11-11,-,AGE,2021-08-13,,,Escritural,Quirografária,Simples,245980,,,000000245980,000000000000,000000000000,,,000000000000,,000000000000,R$,1000,810,2026-06-10,DI,,Padrão - SND,,-,,100,0,-,-,,-,0006,MES,2025-10-15,-,Percentual variável sobre o valor nominal atualizado em períodos uniformes,1.55,252,0006,MES,2022-04-15,Útil,Exponencial,,-,,,,-,-,0,,-,,,ITAU UNIBANCO S.A.,PENTAGONO S/A DTVM,ITAU CV S/A,BCO BTG PACTUAL S/A,09313969000197,N,,S,2026-06-10,debêntures___características_de_emissões,,d2c421efcda5a7bee3711b68
PMAM11,PARANAPANEMA S.A - EM RECUPERACAO JUDICIAL,001,001,-,Excluído,BRPMAMDBO012,SEP/GER/DCA - 96/004,1996-03-27,,,1996-02-01,2001-02-01,01/02/2001 - VENCIMENTO,2001-02-01,1996-02-01,,-,AGE,1996-02-09,,,Nominativa,Flutuante,Conversível,350000,,,000000000000,000000000000,000000000000,000000000000,000000189626,000000000000,000000000000,000000000000,R$,1000,0,,INPC,Correção Monetária,Não Padrão - SND,00,DC,,0,0,-,8% a.a 360 dias,,3,0000,,-,-,Percentual fixo sobre o valor nominal atualizado em períodos uniformes,0,,,,,,,0,,,,,,,0,,-,,,ITAU UNIBANCO S.A.,OLIVEIRA TRUST DTVM S/A,ITAU UNIBANCO S/A,BANCO FATOR S/A,60398369000126,N,n,,2026-06-10,debêntures___características_de_emissões,,333ed727c51c648780f0537b
PMAM12,PARANAPANEMA S.A - EM RECUPERACAO JUDICIAL,001,002,Não,Excluído,BRPMAMDBS013,SEP/GER/DEB - 97/076,1997-08-22,,,1997-07-01,1998-12-31,31/12/1998 - VENCIMENTO,1998-12-31,1997-07-01,,-,AGE,1997-07-28,,,Nominativa,Subordinada,Simples,131639,,,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,R$,1000,0,,SEM-ÍNDICE,,Não Padrão - SND,00,DC,,0,0,-,-,,0,0000,,-,-,-,0,,,,,,,0,,,,,,,15,,Ano,,RESULTADO DA EMISSORA,ITAU UNIBANCO S.A.,SIMPLIFIC PAVARINI DTVM LTDA,ITAU UNIBANCO S/A,BANCO BRADESCO S/A,60398369000126,N,n,,2026-06-10,debêntures___características_de_emissões,,76e47841bf84c7b8190d04f5
PMAM13,PARANAPANEMA S.A - EM RECUPERACAO JUDICIAL,001,003,Não,Excluído,BRPMAMDBO038,SEP/GER/DCA - 98/006,1998-02-19,,,1997-12-01,2007-12-31,31/12/2007 - VENCIMENTO,2007-12-31,1997-12-01,1998-02-20,-,AGE,1997-12-11,,,Nominativa,Subordinada,Conversível,217502,0,0,000000000000,000000000000,000000000000,000000000000,000000160659,000000000000,000000000000,000000000000,R$,1000,0,2007-12-31,INPC,Correção Monetária,Não Padrão - SND,00,DC,,0,0,-,6% a.a 360 dias,,0,0000,,-,-,-,0,,,,,,,0,,,,,,,0,0000,Ano,,"NO MINIMO O EQUIVALENTE A INPC + 6% A.A., BASE 360",ITAU UNIBANCO S.A.,APORTE DTVM LTDA.,ITAU UNIBANCO S/A,BANCO BRADESCO S/A,60398369000126,N,n,,2026-06-10,debêntures___características_de_emissões,,f7ef9b57b20dcc97526e6bb2
PMAM15,PARANAPANEMA S.A - EM RECUPERACAO JUDICIAL,001,005,Não,Excluído,BRPMAMDBO046,CVM/SRE/DCA - 99/009,1999-10-26,,,1999-06-01,2007-12-31,31/12/2007 - VENCIMENTO,2007-12-31,1999-06-01,1999-10-28,-,AGE,1999-05-31,AGE,1999-10-13,Escritural,Subordinada,Conversível,180000,0,0,000000000000,000000000000,000000000000,000000000000,000000006899,000000000000,000000000000,000000000000,R$,1000,0,2007-12-31,INPC,Correção Monetária,Não Padrão - SND,00,DC,,0,0,-,6% a.a 360 dias,,0,0000,,-,-,-,0,,,,,,,0,,,,,,,0,0000,Ano,,"NO MINIMO, EQUIVALENTE A INPC + 6% A.A.",ITAU UNIBANCO S.A.,PENTAGONO S/A DTVM,ITAU UNIBANCO S/A,BB BCO DE INVESTIMENTO S/A,60398369000126,N,n,,2026-06-10,debêntures___características_de_emissões,,cd0f5d1bf44c1ebeed9d3079
PMAM16,PARANAPANEMA S.A - EM RECUPERACAO JUDICIAL,001,006,-,Excluído,BRPMAMDBO053,CVM/SRE/DCA-2008/001,2008-07-29,,,2008-06-13,2010-12-13,26/01/2009 - CANCELAMENTO,2009-01-26,2008-06-13,,-,RCA,2008-04-17,AGE,2008-06-13,Escritural,Real,Conversível,400,0,0,000000000000,000000000000,000000000000,000000000000,000000000171,000000000000,000000000000,000000000000,R$,500000,0,2009-01-23,IPCA,Correção Monetária,Padrão - SND,13,DU,,0,0,-,-,,0,0000,,-,-,-,6,252,0030,MES,2010-12-13,Útil,Exponencial,0,000,,,,-,-,0,0000,-,,,ITAU UNIBANCO S.A.,SIMPLIFIC PAVARINI DTVM LTDA,ITAU UNIBANCO S/A,BANCO SANTANDER (BRASIL) S/A,60398369000126,N,n,,2026-06-10,debêntures___características_de_emissões,,e0cf9be5721be2610a65833c
