data_captura,hora_captura,codigo_fundo,nome_fundo,cnpj,administrador,segmento,tipo,mandato,prazo_duracao,gestao,data_encerramento,cotistas,patrimonio_liquido
2026-06-01,19:27:20,LSOI11,LCP SPECIAL OPPORTUNITIES I FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,LSII11,LCP SPECIAL OPPORTUNITIES II FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,LSOP11,LCP SPECIAL OPPORTUNITIES III FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,LRDI11,LEBLON REALTY DESENVOLVIMENTO I FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,LASC11,LEGATUS FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,LIFE11,LIFE CAPITAL PARTNERS FUNDO DE INVESTIMENTOS IMOBILIÁRIOS,,,,,,,,,,
2026-06-01,19:27:20,LOFT11,LOFT I FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,MAGM11,MAG MULT FII RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,MAGM11,MAG MULTIESTRATÉGIA CLASSE DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,MANA11,MANATÍ CAPITAL HEDGE FUND FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,MMVE11,MARESIAS FUNDO DE INVESTIMENTO IMOBILIÁRIO,,,,,,,,,,
2026-06-01,19:27:20,MCLO11,MAUÁ CAPITAL LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,MCRE11,MAUÁ CAPITAL REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,MXRF11,MAXI RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,MCEM11,MÉRITO CEMITÉRIOS FII - FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,MFII11,MERITO DESENVOLVIMENTO IMOBILIARIO I FII - FUNDO DE INVESTIMENTO IMOBILIARIO,,,,,,,,,,
2026-06-01,19:27:20,MIDW11,MIDWAY MALL FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,MGRI11,MOGNO PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,MOSO11,MOSO FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,SHOP11,MULTI SHOPPINGS FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,MOFF11,MULTIOFFICES 2 - FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,NCRI11,NAVI CRÉDITO IMOBILIÁRIO FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,NAVT11,NAVI IMOBILIÁRIO TOTAL RETURN FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,APTO11,NAVI RESIDENCIAL FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE  LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,EAGL11,NEST EAGLE FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,NEWL11,NEWPORT LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,NEWU11,NEWPORT RENDA URBANA FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,NMKS11,NM KSM LOG FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,NVIF11,NOVA I - FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,OCRE11,OCTO FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,ONDA11,ONDA INVEST MULTIESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,ARRI11,OPEN K ATIVOS E RECEBIVEIS IMOBILIARIOS - FUNDO DE INVESTIMENTO IMOBILIARIO,,,,,,,,,,
2026-06-01,19:27:20,OBAL11,OPPORTUNITY BALASSIANO FUNDO DE INVESTIMENTO IMOBILIÁRIO -  RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,FTCE11,OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO -  RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,OUJP11,OURINVEST JPP FUNDO DE INVESTIMENTO IMOBILIÁRIO DE  RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,OXRL11,OXIGÊNIO 2 FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,PNDL11,PANORAMA DESENVOLVIMENTO LOGÍSTICO - FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,PNLM11,PANORAMA LAST MILE SBC - FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,PNPR11,PANORAMA PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO,,,,,,,,,,
2026-06-01,19:27:20,PNRC11,PANORAMA REAL ESTATE CRÉDITO FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,PMIS11,PARAMIS HEDGE FUND FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,VTVI11,PARKING PARTNERS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII - RESP LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,PQAG11,PARQUE ANHANGUERA FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,PATA11,PATAGÔNIA CAPITAL MULTIESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIO,,,,,,,,,,
2026-06-01,19:27:20,PATB11,PATEO BANDEIRANTES - FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,PCIP11,PATRIA CRÉDITO IMOBILIÁRIO ÍNDICE DE PREÇOS FII - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,PATC11,PÁTRIA EDIFÍCIOS CORPORATIVOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,HGRE11,PATRIA ESCRITÓRIOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,HGLG11,PÁTRIA LOG - FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,PLAG11,PATRIA LOGÍSTICA AGRO - FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,PATL11,PÁTRIA LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,,,,,,,,,,
2026-06-01,19:27:20,RBRL11,PATRIA LOGÍSTICA II FUNDO DE INVESTIMENTO IMOBILIÁRIO,,,,,,,,,,
2026-06-01,19:27:20,PMLL11,PATRIA MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,RBRX11,PATRIA PLUS MULTIESTRATÉGIA REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,HGPO11,PATRIA PRIME OFFICES - FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,RBRK11,PATRIA PRIME OFFICES - FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,HGCR11,PÁTRIA RECEBÍVEIS IMOBILIÁRIOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,VCRR11,PATRIA RENDA RESIDENCIAL FUNDO DE  INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA I FII,,,,,,,,,,
2026-06-01,19:27:20,HGRU11,PÁTRIA RENDA URBANA - FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,PSEC11,PATRIA SECURITIES FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE  LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,PEMA11,PERFORMA REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,PMRL11,PERMUTA RESIDENCIAL FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,PRSN11,PERSONALE I FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,PORD11,POLO CRÉDITO IMOBILIÁRIO - FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,PLRI11,POLO FII - FII RECEBÍVEIS IMOBILIÁRIOS I - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,PCAS11,PRAIA DO CASTELO FUNDO DE INVESTIMENTO IMOBILIÁRIO,,,,,,,,,,
2026-06-01,19:27:20,PRSV11,PRESIDENTE VARGAS FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,TSER11,PRIME OFFICES FUNDO DE  INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,FPAB11,PROJETO ÁGUA BRANCA FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,PBLV11,PROLOGIS BRAZIL LOGISTICS VENTURE FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,QTZD11,QUARTZO REAL ESTATE DEVELOPMENT MULTIESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE L,,,,,,,,,,
2026-06-01,19:27:20,RZZV11,RAIZZ DESENVOLVIMENTO I FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,RZZI11,RAIZZ DESENVOLVIMENTO II FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,RZZR11,RAIZZ RENDA LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,RBDS11,RB CAPITAL DESENV. RESIDENCIAL II FUNDO DE INVESTIMENTO IMOBILIARIO - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,RSPD11,RB CAPITAL DESENVOLVIMENTO RESIDENCIAL III FII - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,RBIR11,RB CAPITAL DESENVOLVIMENTO RESIDENCIAL IV FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII - RESP. LTDA.,,,,,,,,,,
2026-06-01,19:27:20,RFOF11,RB CAPITAL I FUNDO DE FUNDOS -RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,RBLG11,RB CAPITAL LOGÍSTICO FUNDO DE INVESTIMENTO IMOBILIÁRIO  FII RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,FIIP11,RB CAPITAL RENDA I FUNDO DE INVESTIMENTO IMOBILIARIO - FII - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,RBRD11,RB CAPITAL RENDA II FII DE RESP LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,RBTS11,RB CAPITAL TFO SITUS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,DRIM11,RB DESENVOLVIMENTO RESIDENCIAL V FUNDO DE INVESTIMENTO IMOBILIÁRIO -RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,MTES11,RB INVESTIMENTOS MULTIESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIORESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,REME11,RB MULTIESTRATÉGIA IMOBILIÁRIA FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,RCFF11,RBR DESENVOLVIMENTO COMERCIAL FEEDER FOF - FII RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,RDCI11,RBR DESENVOLVIMENTO COMERCIAL I - FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,RDLI11,RBR DESENVOLVIMENTO LOGÍSTICO I - FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,SHIP11,RBR FLAGSHIP I FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,BOAT11,RBR FLAGSHIP II FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,RPRI11,RBR PREMIUM RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,TPOS11,RBR TESOURARIA FII CDI+ FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,TINF11,RBR TESOURARIA FII IPCA+ FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,TOPP11,RBR TOP OFFICES FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,RINV11,REAL INVESTOR FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,RCRI11,REAL INVESTOR RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,RECD11,REC FUNDO DE CRI COTAS AMORTIZÁVEIS - FUNDO DE INVESTIMENTO IMOBILIÁRIO,,,,,,,,,,
2026-06-01,19:27:20,RMBS11,REC MASTER FUNDO DE CRI COTAS AMORTIZÁVEIS FII - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,RECM11,REC MULTIESTRATÉGIA - FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,RBHG11,RIO BRAVO CRÉDITO IMOBILIÁRIO HIGH GRADE FUNDO DE INVESTIMENTO  IMOBILIÁRIO - FII RESP LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,RBHY11,RIO BRAVO CRÉDITO IMOBILIÁRIO HIGH YIELD FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII RESP LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,RBFY11,RIO BRAVO FOR YOU FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,RBFM11,RIO BRAVO MULTIESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,RBOP11,RIO BRAVO OPORTUNIDADES IMOBILIÁRIAS FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,RCRB11,RIO BRAVO RENDA CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,RBRS11,RIO BRAVO RENDA RESIDENCIAL FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,RBVA11,RIO BRAVO RENDA VAREJO FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,RNGO11,RIO NEGRO FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,FRRE11,RIO REAL  ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,RZAK11,RIZA AKIN FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,RZAT11,RIZA ARCTIUM REAL ESTATE FII - FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,RZLC11,RIZA LECCI FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,RJDA11,RJDI FUNDO DE INVESTIMENTO IMOBILIÁRIO,,,,,,,,,,
2026-06-01,19:27:20,SAPI11,SANTANDER PAPÉIS IMOBILIÁRIOS FUNDO DE  INVESTIMENTO IMOBILIÁRIO - RESP LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,FISD11,SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,,,,,,,,,,
2026-06-01,19:27:20,SCPF11,SCP FII - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,SEQR11,SEQUÓIA III RENDA IMOBILIÁRIA FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,SHPH11,SHOPPING PÁTIO HIGIENÓPOLIS FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,SHPP11,SHOPPING PÁTIO PAULISTA FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE  LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,WPLZ11,SHOPPING WEST PLAZA FUNDO DE INVESTIMENTO IMOBILIARIO DE RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,REIT11,SINGULARE FUNDO DE INVESTIMENTO IMOBILIÁRIO,,,,,,,,,,
2026-06-01,19:27:20,SJAU11,SJ AU LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,SOLR11,SOLARIUM FII - FUNDO DE INVESTIMENTO IMOBILIÁRIO,,,,,,,,,,
2026-06-01,19:27:20,SPTW11,SP DOWNTOWN FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,,,,,,,,,,
2026-06-01,19:27:20,SPAF11,SPA FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,LTMT11,SPECIALE BLUE REAL FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,DVLP11,SPECIALE REAL ESTATE DEVELOPMENT FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,DVLT11,SPECIALE REAL ESTATE DEVELOPMENT II FUNDO DE INVESTIMENTO  IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,PMFO11,SPECIALE REAL ESTATE FUND OF FUNDS FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,SPGM11,SPGM FUNDO DE INVESTIMENTO IMOBILIÁRIO,,,,,,,,,,
2026-06-01,19:27:20,SPG2,SPGM II FUNDO DE INVESTIMENTO IMOBILIÁRIO,,,,,,,,,,
2026-06-01,19:27:20,SPXM11,SPX REAL ESTATE DESENVOLVIMENTO DE GALPÕES LOGÍSTICOS FEEDER BRADESCO FII RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,SPXL11,SPX REAL ESTATE DESENVOLVIMENTO DE GALPÕES LOGÍSTICOS FEEDER INSTITUCIONAL FII RESP LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,SPXG11,SPX REAL ESTATE DESENVOLVIMENTO DE GALPÕES LOGÍSTICOS FEEDER PRIVATE FII RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,SPXS11,SPX REAL ESTATE MULTIESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,SPXT11,SPX RENDA IMOBILIÁRIA III FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,STRX11,STARX FUNDO DE INVESTIMENTO IMOBILIÁRIO FII RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,STYI11,STRIVO YIELD FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,SURE11,SULAMÉRICA REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,SNEL11,SUNO ENERGIAS LIMPAS FUNDO DE INVESTIMENTO IMOBILIÁRIO IS RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,SNFF11,SUNO FUNDO DE FUNDOS DE INVESTIMENTO IMOBILIÁRIO FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE,,,,,,,,,,
2026-06-01,19:27:20,SNLG11,SUNO LOG FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,SNME11,SUNO MULTIESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,SNCI11,SUNO RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,SPMO11,SUPREMO FUNDO DE INVESTIMENTO IMOBILIÁRIO,,,,,,,,,,
2026-06-01,19:27:20,TELD11,TELLUS DESENVOLVIMENTO LOGÍSTICO - FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,TELM11,TELLUS MULTIESTRATÉGIA - FII FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,TEPP11,TELLUS PROPERTIES - FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,TRBL11,TELLUS RIO BRAVO RENDA LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO DE RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,NAUI11,TEN DESENVOLVIMENTO FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,TRPL11,TERRAS PAULISTAS FUNDO DE  INVESTIMENTO IMOBILIÁRIO DE PERMUTAS RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,TVOI11,TIVIO OPPORTUNITIES IPCA - FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,TIOM11,TIVIO OPPORTUNITIES MASTER FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,TVRI11,TIVIO RENDA IMOBILIÁRIA FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,VOTS11,TIVIO SECURITIES FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,TJKB11,TJK RENDA IMOBILIÁRIA FUNDO DE INVESTIMENTO IMOBILIÁRIO - RESPONSABILIDADE LIMITADA,,,,,,,,,,
2026-06-01,19:27:20,TORD11,TORDESILHAS EI FUNDO DE INVESTIMENTO IMOBILIÁRIO RESPONSABILIDADE LIMITADA,,,,,,,,,,
