data_captura,data_referencia,periodo,classe,segmento_investidor,tipo_metodologia,metrica,prazo,valor,data
2026-08-05,2026-06-30,06/2026,Renda Fixa Crédito,VAREJO,Captação Líquida Dados Consolidados,media_simples,10,0.0187,2026/06/30
2026-08-05,2026-06-30,06/2026,Ações,EFPC,Captação Líquida Dados Consolidados,media_simples,21,0.02,2026/06/30
2026-08-05,2026-06-30,06/2026,Ações,OUTROS,Captação Líquida Dados Consolidados,media_simples,21,0.0261,2026/06/30
2026-08-05,2026-06-30,06/2026,Multimercados,PRIVATE,Captação Líquida Dados Consolidados,EWMA_97,63,0.0656,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa Crédito,PRIVATE,Resgate Dados Consolidados,media_simples,21,0.0393,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa Crédito,PRIVATE,Resgate Dados Consolidados,media_simples,126,0.1932,2026/06/30
2026-08-05,2026-06-30,06/2026,Ações,PJ,Captação Líquida Dados Consolidados,media_simples,21,0.0579,2026/06/30
2026-08-05,2026-06-30,06/2026,Multimercados,VAREJO,Resgate Dados Consolidados,media_simples,42,0.0683,2026/06/30
2026-08-05,2026-06-30,06/2026,Multimercados,INSTITUCIONAIS,Captação Líquida Dados Consolidados,EWMA_97,126,0.1556,2026/06/30
2026-08-05,2026-06-30,06/2026,RF DI,OUTROS,Resgate Dados Consolidados,EWMA_94,21,0.5867,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa,OUTROS,Captação Líquida Dados Consolidados,media_simples,63,0.3254,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa Crédito,INSTITUCIONAIS,Captação Líquida Dados Consolidados,EWMA_94,63,0.0994,2026/06/30
2026-08-05,2026-06-30,06/2026,Ações,EFPC,Resgate Dados Consolidados,media_simples,2,0.0024,2026/06/30
2026-08-05,2026-06-30,06/2026,Multimercados,PJ,Captação Líquida Dados Consolidados,EWMA_97,4,0.0092,2026/06/30
2026-08-05,2026-06-30,06/2026,Multimercados,PRIVATE,Captação Líquida Dados Consolidados,EWMA_97,42,0.0437,2026/06/30
2026-08-05,2026-06-30,06/2026,RF DI,VAREJO,Resgate Dados Consolidados,EWMA_97,42,0.1372,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa,INSTITUCIONAIS,Resgate Dados Consolidados,media_simples,126,0.2945,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa,OUTROS,Resgate Dados Consolidados,EWMA_97,1,0.0112,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa,PJ,Captação Líquida Dados Consolidados,EWMA_94,10,0.0336,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa Crédito,INSTITUCIONAIS,Resgate Dados Consolidados,EWMA_94,5,0.0169,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa Crédito,OUTROS,Captação Líquida Dados Consolidados,EWMA_97,2,0.0098,2026/06/30
2026-08-05,2026-06-30,06/2026,Ações,INSTITUCIONAIS,Resgate Dados Consolidados,EWMA_97,126,0.2854,2026/06/30
2026-08-05,2026-06-30,06/2026,Ações,INSTITUCIONAIS,Captação Líquida Dados Consolidados,media_simples,126,0.237,2026/06/30
2026-08-05,2026-06-30,06/2026,Cambial,PJ,Resgate Dados Consolidados,media_simples,126,0.4383,2026/06/30
2026-08-05,2026-06-30,06/2026,Cambial,VAREJO,Resgate Dados Consolidados,EWMA_97,63,0.1687,2026/06/30
2026-08-05,2026-06-30,06/2026,Multimercados,VAREJO,Captação Líquida Dados Consolidados,EWMA_94,5,0.008,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa,VAREJO,Resgate Dados Consolidados,EWMA_97,126,0.2643,2026/06/30
2026-08-05,2026-06-30,06/2026,Ações,INSTITUCIONAIS,Captação Líquida Dados Consolidados,EWMA_94,5,0.0177,2026/06/30
2026-08-05,2026-06-30,06/2026,Cambial,PJ,Resgate Dados Consolidados,EWMA_97,63,0.2045,2026/06/30
2026-08-05,2026-06-30,06/2026,Multimercados,VAREJO,Captação Líquida Dados Consolidados,media_simples,2,0.0029,2026/06/30
2026-08-05,2026-06-30,06/2026,RF DI,PJ,Captação Líquida Dados Consolidados,EWMA_94,1,0.0092,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa,PJ,Resgate Dados Consolidados,EWMA_94,126,0.6377,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa Crédito,EFPC,Captação Líquida Dados Consolidados,EWMA_94,1,0.0002,2026/06/30
2026-08-05,2026-06-30,06/2026,Ações,INSTITUCIONAIS,Resgate Dados Consolidados,EWMA_97,1,0.0037,2026/06/30
2026-08-05,2026-06-30,06/2026,Cambial,PJ,Resgate Dados Consolidados,media_simples,5,0.0169,2026/06/30
2026-08-05,2026-06-30,06/2026,Multimercados,VAREJO,Resgate Dados Consolidados,EWMA_97,2,0.0037,2026/06/30
2026-08-05,2026-06-30,06/2026,RF DI,OUTROS,Captação Líquida Dados Consolidados,EWMA_97,2,0.0185,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa,OUTROS,Resgate Dados Consolidados,EWMA_94,1,0.0085,2026/06/30
2026-08-05,2026-06-30,06/2026,Ações,EFPC,Captação Líquida Dados Consolidados,EWMA_94,10,0.01,2026/06/30
2026-08-05,2026-06-30,06/2026,Ações,INSTITUCIONAIS,Resgate Dados Consolidados,EWMA_94,126,0.2998,2026/06/30
2026-08-05,2026-06-30,06/2026,Multimercados,PJ,Resgate Dados Consolidados,EWMA_97,10,0.0259,2026/06/30
2026-08-05,2026-06-30,06/2026,Multimercados,VAREJO,Captação Líquida Dados Consolidados,media_simples,1,0.0015,2026/06/30
2026-08-05,2026-06-30,06/2026,RF DI,PJ,Resgate Dados Consolidados,media_simples,63,1.0,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa,PJ,Captação Líquida Dados Consolidados,media_simples,42,0.1654,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa,PRIVATE,Resgate Dados Consolidados,media_simples,21,0.0806,2026/06/30
2026-08-05,2026-06-30,06/2026,Multimercados,EFPC,Captação Líquida Dados Consolidados,EWMA_97,5,0.0026,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa,OUTROS,Captação Líquida Dados Consolidados,EWMA_97,10,0.0492,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa,PJ,Captação Líquida Dados Consolidados,EWMA_97,63,0.2139,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa,VAREJO,Resgate Dados Consolidados,media_simples,1,0.002,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa,VAREJO,Captação Líquida Dados Consolidados,EWMA_94,63,0.0907,2026/06/30
2026-08-05,2026-06-30,06/2026,Cambial,PRIVATE,Resgate Dados Detalhados,media_simples,4,0.0503,2026/06/30
2026-08-05,2026-06-30,06/2026,RF DI,PJ,Resgate Dados Detalhados,EWMA_97,21,0.3663,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa Crédito,VAREJO,Resgate Dados Detalhados,EWMA_97,63,0.1603,2026/06/30
2026-08-05,2026-06-30,06/2026,Ações,EFPC,Resgate Dados Detalhados,EWMA_97,63,0.0678,2026/06/30
2026-08-05,2026-06-30,06/2026,Cambial,VAREJO,Resgate Dados Detalhados,media_simples,21,0.0477,2026/06/30
2026-08-05,2026-06-30,06/2026,Multimercados,PJ,Resgate Dados Detalhados,EWMA_97,2,0.0053,2026/06/30
2026-08-05,2026-06-30,06/2026,Multimercados,PRIVATE,Resgate Dados Detalhados,EWMA_94,1,0.0013,2026/06/30
2026-08-05,2026-06-30,06/2026,Multimercados,VAREJO,Resgate Dados Detalhados,EWMA_94,63,0.1013,2026/06/30
2026-08-05,2026-06-30,06/2026,RF DI,PJ,Resgate Dados Detalhados,media_simples,3,0.0591,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa,OUTROS,Resgate Dados Detalhados,EWMA_94,10,0.1013,2026/06/30
2026-08-05,2026-06-30,06/2026,Multimercados,OUTROS,Resgate Dados Detalhados,EWMA_97,63,0.1002,2026/06/30
2026-08-05,2026-06-30,06/2026,RF DI,PJ,Resgate Dados Detalhados,EWMA_97,3,0.0521,2026/06/30
2026-08-05,2026-06-30,06/2026,RF DI,PRIVATE,Resgate Dados Detalhados,EWMA_97,5,0.023,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa Crédito,EFPC,Resgate Dados Detalhados,EWMA_97,4,0.0011,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa Crédito,PRIVATE,Resgate Dados Detalhados,EWMA_97,126,0.1988,2026/06/30
2026-08-05,2026-06-30,06/2026,Previdência Multimercados,OUTROS,Resgate Dados Detalhados,EWMA_94,5,0.0134,2026/06/30
2026-08-05,2026-06-30,06/2026,Previdência Multimercados,VAREJO,Resgate Dados Detalhados,EWMA_97,126,0.0647,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa Crédito,OUTROS,Resgate Dados Detalhados,EWMA_94,5,0.0287,2026/06/30
2026-08-05,2026-06-30,06/2026,Ações,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_94,126,0.2678,2026/06/30
2026-08-05,2026-06-30,06/2026,Ações,PRIVATE,Resgate Dados Detalhados,EWMA_94,1,0.0013,2026/06/30
2026-08-05,2026-06-30,06/2026,Ações,PRIVATE,Resgate Dados Detalhados,EWMA_97,10,0.009,2026/06/30
2026-08-05,2026-06-30,06/2026,Ações,VAREJO,Resgate Dados Detalhados,EWMA_94,1,0.0015,2026/06/30
2026-08-05,2026-06-30,06/2026,Cambial,PRIVATE,Resgate Dados Detalhados,media_simples,5,0.0597,2026/06/30
2026-08-05,2026-06-30,06/2026,Multimercados,INSTITUCIONAIS,Resgate Dados Detalhados,media_simples,21,0.0573,2026/06/30
2026-08-05,2026-06-30,06/2026,RF DI,OUTROS,Resgate Dados Detalhados,EWMA_94,42,1.0,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa Crédito,OUTROS,Resgate Dados Detalhados,EWMA_94,21,0.1295,2026/06/30
2026-08-05,2026-06-30,06/2026,Ações,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_94,4,0.0155,2026/06/30
2026-08-05,2026-06-30,06/2026,Ações,PJ,Resgate Dados Detalhados,media_simples,63,0.1347,2026/06/30
2026-08-05,2026-06-30,06/2026,Cambial,PJ,Resgate Dados Detalhados,media_simples,63,0.2413,2026/06/30
2026-08-05,2026-06-30,06/2026,Multimercados,EFPC,Resgate Dados Detalhados,EWMA_94,3,0.0014,2026/06/30
2026-08-05,2026-06-30,06/2026,Multimercados,PJ,Resgate Dados Detalhados,EWMA_97,3,0.0079,2026/06/30
2026-08-05,2026-06-30,06/2026,Previdência Renda Fixa,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_97,21,0.0106,2026/06/30
2026-08-05,2026-06-30,06/2026,Previdência Renda Fixa,INSTITUCIONAIS,Resgate Dados Detalhados,media_simples,21,0.0123,2026/06/30
2026-08-05,2026-06-30,06/2026,RF DI,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_94,5,0.0206,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa Crédito,VAREJO,Resgate Dados Detalhados,media_simples,5,0.0125,2026/06/30
2026-08-05,2026-06-30,06/2026,RF DI,PJ,Resgate Dados Detalhados,EWMA_97,1,0.0187,2026/06/30
2026-08-05,2026-06-30,06/2026,RF DI,PRIVATE,Resgate Dados Detalhados,EWMA_94,63,0.3236,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa,VAREJO,Resgate Dados Detalhados,media_simples,1,0.0021,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa Crédito,INSTITUCIONAIS,Resgate Dados Detalhados,media_simples,42,0.0704,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa Crédito,VAREJO,Resgate Dados Detalhados,media_simples,126,0.3011,2026/06/30
2026-08-05,2026-06-30,06/2026,Ações,EFPC,Resgate Dados Detalhados,EWMA_94,63,0.0584,2026/06/30
2026-08-05,2026-06-30,06/2026,RF DI,EFPC,Resgate Dados Detalhados,EWMA_94,63,0.3156,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa,OUTROS,Resgate Dados Detalhados,media_simples,10,0.0874,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa Crédito,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_94,63,0.1146,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa Crédito,PRIVATE,Resgate Dados Detalhados,EWMA_97,10,0.0177,2026/06/30
2026-08-05,2026-06-30,06/2026,Ações,VAREJO,Resgate Dados Detalhados,EWMA_94,3,0.0045,2026/06/30
2026-08-05,2026-06-30,06/2026,Cambial,OUTROS,Resgate Dados Detalhados,EWMA_97,21,0.0128,2026/06/30
2026-08-05,2026-06-30,06/2026,Previdência Multimercados,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_97,1,0.0008,2026/06/30
2026-08-05,2026-06-30,06/2026,Previdência Renda Fixa,OUTROS,Resgate Dados Detalhados,EWMA_94,42,0.0685,2026/06/30
2026-08-05,2026-06-30,06/2026,Ações,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_97,2,0.0073,2026/06/30
2026-08-05,2026-06-30,06/2026,Multimercados,EFPC,Resgate Dados Detalhados,media_simples,42,0.0424,2026/06/30
2026-08-05,2026-06-30,06/2026,Multimercados,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_97,126,0.3262,2026/06/30
2026-08-05,2026-06-30,06/2026,Multimercados,VAREJO,Resgate Dados Detalhados,EWMA_94,126,0.2036,2026/06/30
2026-08-05,2026-06-30,06/2026,Previdência Multimercados,OUTROS,Resgate Dados Detalhados,media_simples,4,0.0113,2026/06/30
2026-08-05,2026-06-30,06/2026,Ações,PRIVATE,Resgate Dados Detalhados,EWMA_94,10,0.0098,2026/06/30
2026-08-05,2026-06-30,06/2026,Cambial,OUTROS,Resgate Dados Detalhados,EWMA_94,42,0.0224,2026/06/30
2026-08-05,2026-06-30,06/2026,Multimercados,VAREJO,Resgate Dados Detalhados,media_simples,4,0.0066,2026/06/30
2026-08-05,2026-06-30,06/2026,Multimercados,VAREJO,Resgate Dados Detalhados,EWMA_97,63,0.1008,2026/06/30
2026-08-05,2026-06-30,06/2026,Multimercados,VAREJO,Resgate Dados Detalhados,media_simples,126,0.2168,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa,OUTROS,Resgate Dados Detalhados,EWMA_97,21,0.226,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa Crédito,PRIVATE,Resgate Dados Detalhados,media_simples,21,0.0393,2026/06/30
2026-08-05,2026-06-30,06/2026,Cambial,OUTROS,Resgate Dados Detalhados,EWMA_94,126,0.1842,2026/06/30
2026-08-05,2026-06-30,06/2026,Cambial,VAREJO,Resgate Dados Detalhados,EWMA_94,126,0.2954,2026/06/30
2026-08-05,2026-06-30,06/2026,Cambial,VAREJO,Resgate Dados Detalhados,EWMA_97,126,0.2985,2026/06/30
2026-08-05,2026-06-30,06/2026,Multimercados,PJ,Resgate Dados Detalhados,EWMA_94,4,0.0068,2026/06/30
2026-08-05,2026-06-30,06/2026,Multimercados,PRIVATE,Resgate Dados Detalhados,EWMA_94,2,0.0025,2026/06/30
2026-08-05,2026-06-30,06/2026,Previdência Multimercados,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_97,42,0.0351,2026/06/30
2026-08-05,2026-06-30,06/2026,Previdência Renda Fixa,INSTITUCIONAIS,Resgate Dados Detalhados,media_simples,1,0.0023,2026/06/30
2026-08-05,2026-06-30,06/2026,Previdência Renda Fixa,OUTROS,Resgate Dados Detalhados,EWMA_94,63,0.1071,2026/06/30
2026-08-05,2026-06-30,06/2026,RF DI,EFPC,Resgate Dados Detalhados,media_simples,3,0.0182,2026/06/30
2026-08-05,2026-06-30,06/2026,Cambial,PJ,Resgate Dados Detalhados,EWMA_97,4,0.0099,2026/06/30
2026-08-05,2026-06-30,06/2026,Multimercados,EFPC,Resgate Dados Detalhados,media_simples,21,0.0191,2026/06/30
2026-08-05,2026-06-30,06/2026,RF DI,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_97,10,0.045,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa,EFPC,Resgate Dados Detalhados,media_simples,1,0.0005,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa,OUTROS,Resgate Dados Detalhados,EWMA_94,4,0.0421,2026/06/30
2026-08-05,2026-06-30,06/2026,Ações,OUTROS,Resgate Dados Detalhados,EWMA_97,3,0.0052,2026/06/30
2026-08-05,2026-06-30,06/2026,Previdência Renda Fixa,OUTROS,Resgate Dados Detalhados,media_simples,2,0.0044,2026/06/30
2026-08-05,2026-06-30,06/2026,RF DI,OUTROS,Resgate Dados Detalhados,EWMA_94,2,0.0598,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa,EFPC,Resgate Dados Detalhados,EWMA_97,63,0.0317,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa,VAREJO,Resgate Dados Detalhados,EWMA_94,3,0.0067,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa Crédito,OUTROS,Resgate Dados Detalhados,media_simples,3,0.0207,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa Crédito,PRIVATE,Resgate Dados Detalhados,media_simples,4,0.008,2026/06/30
2026-08-05,2026-06-30,06/2026,Cambial,PJ,Resgate Dados Detalhados,EWMA_94,42,0.0952,2026/06/30
2026-08-05,2026-06-30,06/2026,Multimercados,EFPC,Resgate Dados Detalhados,media_simples,5,0.0042,2026/06/30
2026-08-05,2026-06-30,06/2026,Multimercados,OUTROS,Resgate Dados Detalhados,media_simples,2,0.0039,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa Crédito,EFPC,Resgate Dados Detalhados,EWMA_94,63,0.0234,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa Crédito,OUTROS,Resgate Dados Detalhados,EWMA_94,63,0.3753,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa Crédito,VAREJO,Resgate Dados Detalhados,EWMA_94,10,0.0286,2026/06/30
2026-08-05,2026-06-30,06/2026,RF DI,PJ,Resgate Dados Detalhados,EWMA_97,63,1.0,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa Crédito,PJ,Resgate Dados Detalhados,EWMA_97,2,0.0134,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa Crédito,PRIVATE,Resgate Dados Detalhados,media_simples,3,0.0061,2026/06/30
2026-08-05,2026-06-30,06/2026,Cambial,PRIVATE,Resgate Dados Detalhados,EWMA_97,4,0.0253,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa,OUTROS,Resgate Dados Detalhados,media_simples,2,0.0179,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa Crédito,PRIVATE,Resgate Dados Detalhados,EWMA_97,5,0.0101,2026/06/30
2026-08-05,2026-06-30,06/2026,Ações,VAREJO,Resgate Dados Detalhados,EWMA_94,5,0.0071,2026/06/30
2026-08-05,2026-06-30,06/2026,Previdência Multimercados,VAREJO,Resgate Dados Detalhados,EWMA_94,1,0.0003,2026/06/30
2026-08-05,2026-06-30,06/2026,Previdência Renda Fixa,VAREJO,Resgate Dados Detalhados,EWMA_94,2,0.0002,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa Crédito,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_94,5,0.0169,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa Crédito,OUTROS,Resgate Dados Detalhados,EWMA_94,126,0.7381,2026/06/30
2026-08-05,2026-06-30,06/2026,Previdência Renda Fixa,OUTROS,Resgate Dados Detalhados,media_simples,1,0.0022,2026/06/30
2026-08-05,2026-06-30,06/2026,RF DI,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_94,21,0.096,2026/06/30
2026-08-05,2026-06-30,06/2026,RF DI,PRIVATE,Resgate Dados Detalhados,EWMA_94,3,0.0121,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa,OUTROS,Resgate Dados Detalhados,media_simples,1,0.0096,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa,PRIVATE,Resgate Dados Detalhados,EWMA_97,3,0.0105,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa Crédito,PRIVATE,Resgate Dados Detalhados,media_simples,1,0.0027,2026/06/30
2026-08-05,2026-06-30,06/2026,Previdência Renda Fixa,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_94,2,0.0059,2026/06/30
2026-08-05,2026-06-30,06/2026,Ações,OUTROS,Resgate Dados Detalhados,media_simples,3,0.0046,2026/06/30
2026-08-05,2026-06-30,06/2026,Multimercados,PJ,Resgate Dados Detalhados,media_simples,5,0.0126,2026/06/30
2026-08-05,2026-06-30,06/2026,Ações,PJ,Resgate Dados Detalhados,EWMA_97,4,0.0045,2026/06/30
2026-08-05,2026-06-30,06/2026,Cambial,OUTROS,Resgate Dados Detalhados,media_simples,126,0.3935,2026/06/30
2026-08-05,2026-06-30,06/2026,Previdência Multimercados,VAREJO,Resgate Dados Detalhados,EWMA_97,5,0.0018,2026/06/30
2026-08-05,2026-06-30,06/2026,RF DI,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_97,4,0.0173,2026/06/30
2026-08-05,2026-06-30,06/2026,RF DI,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_97,5,0.0217,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa Crédito,VAREJO,Resgate Dados Detalhados,EWMA_94,63,0.169,2026/06/30
2026-08-05,2026-06-30,06/2026,Multimercados,OUTROS,Resgate Dados Detalhados,EWMA_97,3,0.0055,2026/06/30
2026-08-05,2026-06-30,06/2026,Previdência Renda Fixa,VAREJO,Resgate Dados Detalhados,media_simples,21,0.0017,2026/06/30
2026-08-05,2026-06-30,06/2026,RF DI,EFPC,Resgate Dados Detalhados,media_simples,42,0.4345,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa,OUTROS,Resgate Dados Detalhados,EWMA_97,3,0.0325,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa Crédito,INSTITUCIONAIS,Resgate Dados Detalhados,media_simples,10,0.0176,2026/06/30
2026-08-05,2026-06-30,06/2026,Ações,PRIVATE,Resgate Dados Detalhados,EWMA_94,63,0.0556,2026/06/30
2026-08-05,2026-06-30,06/2026,Cambial,PJ,Resgate Dados Detalhados,media_simples,5,0.0169,2026/06/30
2026-08-05,2026-06-30,06/2026,Multimercados,EFPC,Resgate Dados Detalhados,media_simples,3,0.0025,2026/06/30
2026-08-05,2026-06-30,06/2026,Multimercados,OUTROS,Resgate Dados Detalhados,EWMA_97,5,0.009,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa,INSTITUCIONAIS,Resgate Dados Detalhados,media_simples,63,0.3839,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa Crédito,OUTROS,Resgate Dados Detalhados,EWMA_97,4,0.0236,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa Crédito,PJ,Resgate Dados Detalhados,media_simples,2,0.0125,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa Crédito,VAREJO,Resgate Dados Detalhados,EWMA_94,3,0.0085,2026/06/30
2026-08-05,2026-06-30,06/2026,Multimercados,PJ,Resgate Dados Detalhados,media_simples,2,0.0055,2026/06/30
2026-08-05,2026-06-30,06/2026,Previdência Renda Fixa,VAREJO,Resgate Dados Detalhados,media_simples,2,0.0002,2026/06/30
2026-08-05,2026-06-30,06/2026,Ações,PRIVATE,Resgate Dados Detalhados,EWMA_97,4,0.0035,2026/06/30
2026-08-05,2026-06-30,06/2026,Multimercados,PRIVATE,Resgate Dados Detalhados,media_simples,63,0.0753,2026/06/30
2026-08-05,2026-06-30,06/2026,Previdência Multimercados,OUTROS,Resgate Dados Detalhados,EWMA_97,2,0.0062,2026/06/30
2026-08-05,2026-06-30,06/2026,Previdência Multimercados,VAREJO,Resgate Dados Detalhados,EWMA_97,3,0.001,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa,OUTROS,Resgate Dados Detalhados,media_simples,126,1.0,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa Crédito,EFPC,Resgate Dados Detalhados,media_simples,42,0.0263,2026/06/30
2026-08-05,2026-06-30,06/2026,Ações,EFPC,Resgate Dados Detalhados,media_simples,2,0.0024,2026/06/30
2026-08-05,2026-06-30,06/2026,Ações,VAREJO,Resgate Dados Detalhados,EWMA_94,42,0.0554,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa Crédito,VAREJO,Resgate Dados Detalhados,EWMA_97,4,0.0112,2026/06/30
2026-08-05,2026-06-30,06/2026,Multimercados,OUTROS,Resgate Dados Detalhados,EWMA_97,10,0.0174,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_97,10,0.0588,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa Crédito,EFPC,Resgate Dados Detalhados,EWMA_94,3,0.0005,2026/06/30
2026-08-05,2026-06-30,06/2026,Ações,EFPC,Resgate Dados Detalhados,EWMA_97,126,0.1313,2026/06/30
2026-08-05,2026-06-30,06/2026,Multimercados,OUTROS,Resgate Dados Detalhados,media_simples,42,0.0678,2026/06/30
2026-08-05,2026-06-30,06/2026,Previdência Renda Fixa,INSTITUCIONAIS,Resgate Dados Detalhados,EWMA_97,42,0.022,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa,INSTITUCIONAIS,Resgate Dados Detalhados,media_simples,3,0.0186,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa,PRIVATE,Resgate Dados Detalhados,EWMA_97,2,0.0072,2026/06/30
2026-08-05,2026-06-30,06/2026,Multimercados,PJ,Resgate Dados Detalhados,EWMA_97,42,0.1058,2026/06/30
2026-08-05,2026-06-30,06/2026,Previdência Multimercados,INSTITUCIONAIS,Resgate Dados Detalhados,media_simples,3,0.0025,2026/06/30
2026-08-05,2026-06-30,06/2026,Previdência Renda Fixa,OUTROS,Resgate Dados Detalhados,EWMA_94,2,0.0026,2026/06/30
2026-08-05,2026-06-30,06/2026,Previdência Renda Fixa,VAREJO,Resgate Dados Detalhados,EWMA_94,21,0.0023,2026/06/30
2026-08-05,2026-06-30,06/2026,RF DI,OUTROS,Resgate Dados Detalhados,EWMA_94,3,0.0868,2026/06/30
2026-08-05,2026-06-30,06/2026,RF DI,OUTROS,Resgate Dados Detalhados,EWMA_97,4,0.1107,2026/06/30
2026-08-05,2026-06-30,06/2026,RF DI,PJ,Resgate Dados Detalhados,EWMA_94,63,1.0,2026/06/30
2026-08-05,2026-06-30,06/2026,RF DI,PRIVATE,Resgate Dados Detalhados,EWMA_97,10,0.0472,2026/06/30
2026-08-05,2026-06-30,06/2026,RF DI,VAREJO,Resgate Dados Detalhados,media_simples,10,0.0327,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa,PRIVATE,Resgate Dados Detalhados,EWMA_97,1,0.0039,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa,PRIVATE,Resgate Dados Detalhados,media_simples,5,0.022,2026/06/30
2026-08-05,2026-06-30,06/2026,Renda Fixa,PRIVATE,Resgate Dados Detalhados,EWMA_97,10,0.0348,2026/06/30
