data_captura,data_referencia,codigo_ativo,label,valor
2026-09-26,1949-11-01,GAC12_SALMINRE12,Salário Mínimo Real,446.51246025651
2026-09-26,1949-11-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1949-12-01,GAC12_SALMINRE12,Salário Mínimo Real,443.969678592179
2026-09-26,1949-12-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1950-01-01,GAC12_SALMINRE12,Salário Mínimo Real,442.457863568596
2026-09-26,1950-01-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1950-02-01,GAC12_SALMINRE12,Salário Mínimo Real,441.455694002189
2026-09-26,1950-02-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1950-03-01,GAC12_SALMINRE12,Salário Mínimo Real,439.96092302927
2026-09-26,1950-03-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1950-04-01,GAC12_SALMINRE12,Salário Mínimo Real,439.96092302927
2026-09-26,1950-04-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1950-05-01,GAC12_SALMINRE12,Salário Mínimo Real,450.121683376366
2026-09-26,1950-05-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1950-06-01,GAC12_SALMINRE12,Salário Mínimo Real,450.121683376366
2026-09-26,1950-06-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1950-07-01,GAC12_SALMINRE12,Salário Mínimo Real,438.476240499362
2026-09-26,1950-07-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1950-08-01,GAC12_SALMINRE12,Salário Mínimo Real,437.492006513954
2026-09-26,1950-08-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1950-09-01,GAC12_SALMINRE12,Salário Mínimo Real,436.023912532363
2026-09-26,1950-09-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1950-10-01,GAC12_SALMINRE12,Salário Mínimo Real,432.156738141832
2026-09-26,1950-10-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1950-11-01,GAC12_SALMINRE12,Salário Mínimo Real,428.828798464172
2026-09-26,1950-11-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1950-12-01,GAC12_SALMINRE12,Salário Mínimo Real,425.087653003198
2026-09-26,1950-12-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1951-01-01,GAC12_SALMINRE12,Salário Mínimo Real,416.904147383885
2026-09-26,1951-01-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1951-02-01,GAC12_SALMINRE12,Salário Mínimo Real,408.601024951711
2026-09-26,1951-02-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1951-03-01,GAC12_SALMINRE12,Salário Mínimo Real,401.034339304458
2026-09-26,1951-03-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1951-04-01,GAC12_SALMINRE12,Salário Mínimo Real,395.741500308561
2026-09-26,1951-04-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1951-05-01,GAC12_SALMINRE12,Salário Mínimo Real,390.586550905744
2026-09-26,1951-05-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1951-06-01,GAC12_SALMINRE12,Salário Mínimo Real,385.564171912891
2026-09-26,1951-06-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1951-07-01,GAC12_SALMINRE12,Salário Mínimo Real,383.666710436942
2026-09-26,1951-07-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1951-08-01,GAC12_SALMINRE12,Salário Mínimo Real,381.787833304537
2026-09-26,1951-08-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1951-09-01,GAC12_SALMINRE12,Salário Mínimo Real,379.927268814749
2026-09-26,1951-09-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1951-10-01,GAC12_SALMINRE12,Salário Mínimo Real,376.260017185263
2026-09-26,1951-10-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1951-11-01,GAC12_SALMINRE12,Salário Mínimo Real,372.306951102133
2026-09-26,1951-11-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1951-12-01,GAC12_SALMINRE12,Salário Mínimo Real,368.784652605424
2026-09-26,1951-12-01,MTE12_SALMIN12,Salário Mínimo Vigente,1.38181818181818e-13
2026-09-26,1952-01-01,GAC12_SALMINRE12,Salário Mínimo Real,1128.28996421612
2026-09-26,1952-01-01,MTE12_SALMIN12,Salário Mínimo Vigente,4.36363636363636e-13
2026-09-26,1952-02-01,GAC12_SALMINRE12,Salário Mínimo Real,1095.16401330942
2026-09-26,1952-02-01,MTE12_SALMIN12,Salário Mínimo Vigente,4.36363636363636e-13
2026-09-26,1952-03-01,GAC12_SALMINRE12,Salário Mínimo Real,1063.00893865267
2026-09-26,1952-03-01,MTE12_SALMIN12,Salário Mínimo Vigente,4.36363636363636e-13
2026-09-26,1952-04-01,GAC12_SALMINRE12,Salário Mínimo Real,1055.71556686088
2026-09-26,1952-04-01,MTE12_SALMIN12,Salário Mínimo Vigente,4.36363636363636e-13
2026-09-26,1952-05-01,GAC12_SALMINRE12,Salário Mínimo Real,1048.52159366251
2026-09-26,1952-05-01,MTE12_SALMIN12,Salário Mínimo Vigente,4.36363636363636e-13
2026-09-26,1952-06-01,GAC12_SALMINRE12,Salário Mínimo Real,1041.425000812
2026-09-26,1952-06-01,MTE12_SALMIN12,Salário Mínimo Vigente,4.36363636363636e-13
2026-09-26,1952-07-01,GAC12_SALMINRE12,Salário Mínimo Real,1037.03820636882
2026-09-26,1952-07-01,MTE12_SALMIN12,Salário Mínimo Vigente,4.36363636363636e-13
2026-09-26,1952-08-01,GAC12_SALMINRE12,Salário Mínimo Real,1032.68821389244
2026-09-26,1952-08-01,MTE12_SALMIN12,Salário Mínimo Vigente,4.36363636363636e-13
2026-09-26,1952-09-01,GAC12_SALMINRE12,Salário Mínimo Real,1028.37456220534
