data_captura,data_referencia,codigo,nome_emissor,dt_repactuacao_vencimento,indice_correcao,tx_compra,tx_venda,tx_indicativa,desvio_padrao,intervalo_indicativo_min,intervalo_indicativo_max,pu,ratio_pu_par_vne,duration,pct_reune,ref_ntnb
2026-07-27,2026-07-24,BSA319,B3 S/A - BRASIL. BOLSA. BALCÃO (*),2031-01-08,DI + 0.59%,0.6474,0.3043,0.4845,0.0862,0.3983,0.5707,1009.875953,100.3251,779.55,35,
2026-07-27,2026-07-24,BSA3A0,B3 S/A - BRASIL. BOLSA. BALCÃO (*),2030-09-18,DI + 0.45%,0.491,0.1775,0.3535,0.0449,0.3085,0.3985,1052.610837,100.2696,706.1,15,
2026-07-27,2026-07-24,BTGH18,BTG PACTUAL HOLDING S/A (*),2029-12-10,DI + 1.5%,1.2584,0.9183,1.0982,0.0581,1.0401,1.1564,1027.027874,100.7952,503.64,10,
2026-07-27,2026-07-24,CAEC13,COMPANHIA DE AGUA E ESGOTO DO CEARA - CAGECE (*),2032-08-07,DI + 1.37%,1.6212,1.0926,1.3734,0.0718,1.3016,1.4453,1069.055433,99.9882,888.81,,
2026-07-27,2026-07-24,CAEC22,COMPANHIA DE AGUA E ESGOTO DO CEARA - CAGECE (*),2029-06-15,DI + 2.2%,1.3262,1.0665,1.2045,0.062,1.1425,1.2666,1036.401856,101.8157,463.89,,
2026-07-27,2026-07-24,CAEC32,COMPANHIA DE AGUA E ESGOTO DO CEARA - CAGECE (*),2031-06-15,DI + 2.5%,1.5942,1.0082,1.3646,0.1721,1.1925,1.5368,1053.804628,103.4905,778.86,,
2026-07-27,2026-07-24,CAMLA1,CAMIL ALIMENTOS S/A,2028-10-30,DI + 1.55%,2.0429,1.4901,1.6828,0.1537,1.5291,1.8366,1033.404217,99.7988,388.38,5,
2026-07-27,2026-07-24,CAMLB1,CAMIL ALIMENTOS S/A,2028-10-30,DI + 1.55%,2.0047,1.4881,1.6772,0.1507,1.5265,1.828,1033.491937,99.8072,388.38,,
2026-07-27,2026-07-24,CASN13,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO - CASAN (*),2028-11-16,DI + 5.5%,2.925,2.0171,2.5367,0.0703,2.4664,2.6071,782.847324,102.9908,262.22,,
2026-07-27,2026-07-24,CASN14,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO - CASAN,2030-04-15,DI + 2.3%,2.1735,1.5784,1.8762,0.3169,1.5593,2.1933,1011.976938,100.7627,461.7,,
2026-07-27,2026-07-24,CBAN22,CONCESSIONÁRIA ROTA DAS BANDEIRAS S/A (*) (**),2032-07-15,DI + 2%,1.0075,0.7,0.8356,0.121,0.7147,0.9567,867.77997,103.7779,817.89,,
2026-07-27,2026-07-24,CBOH11,CBO HOLDING S.A. (*),2029-08-28,DI + 1.9%,1.7,1.3237,1.5178,0.0361,1.4818,1.554,1017.150408,100.5623,376.37,,
2026-07-27,2026-07-24,CBRDB8,COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO (*),2028-05-10,DI + 1.95%,--,--,--,--,--,--,383.882934,36.485,N/D,,
2026-07-27,2026-07-24,CCROA7,MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A. (*),2029-07-12,DI + 0.75%,0.4601,0.2769,0.3585,0.0151,0.3434,0.3736,1011.76739,100.6728,434.33,,
2026-07-27,2026-07-24,CDAR11,UNIDAS LOCADORA S.A. (*) (**),2027-09-27,DI + 2%,1.7224,1.45,1.5766,0.0458,1.5308,1.6226,1053.536073,100.2583,156.42,,
2026-07-27,2026-07-24,CDES12,VPORTS AUTORIDADE PORTUARIA S/A (*) (**),2031-02-03,DI + 1.4%,1.6236,1.1967,1.4,0,1.4,1.4,1064.794871,100,804.56,,
2026-07-27,2026-07-24,CDGS26,COPA ENERGIA S A (*),2032-01-03,DI + 1%,0.9,0.6,0.7744,0.071,0.7034,0.8455,1016.363962,100.7792,875.36,,
2026-07-27,2026-07-24,CEAB13,C E A MODAS S.A. (*),2027-07-15,DI + 1.8%,1.2859,1.0382,1.1391,0.065,1.0741,1.2042,1010.275587,100.607,234.14,,
2026-07-27,2026-07-24,CEAB14,C E A MODAS S.A. (*),2028-09-15,DI + 0.8%,1.0063,0.7,0.8503,0.0009,0.8494,0.8513,1051.327838,99.9093,458.32,,
2026-07-27,2026-07-24,CEAB22,C E A MODAS S.A.,2028-05-13,DI + 2.4%,0.8126,0.5872,0.6824,0.0423,0.6401,0.7248,526.452176,101.9948,294.84,10,
2026-07-27,2026-07-24,CEAP15,COMPANHIA DE ELETRICIDADE DO AMAPA - CEA (*) (**),2029-05-14,DI + 1.2%,0.9845,0.595,0.7877,0.0513,0.7363,0.8391,1037.477998,100.7991,491.57,,
2026-07-27,2026-07-24,CEAP16,COMPANHIA DE ELETRICIDADE DO AMAPA - CEA (*) (**),2029-09-09,DI + 1.2%,0.9,0.6,0.7719,0.0384,0.7335,0.8105,1066.493559,100.9049,535.91,,
2026-07-27,2026-07-24,CEBD14,CEB DISTRIBUICAO S/A (*) (**),2028-08-25,DI + 1.6%,1.3076,1.0281,1.1456,0.0267,1.1189,1.1724,1070.233584,100.6127,343.62,,
2026-07-27,2026-07-24,CEBD25,CEB DISTRIBUICAO S/A (*) (**),2029-06-20,DI + 1.72%,1.6,0.4079,1.0299,0.0673,0.9625,1.0973,1028.524557,101.3994,514.92,15,
2026-07-27,2026-07-24,CEEBA3,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*) (**),2026-10-15,DI + 1.34%,1.1479,0.5076,0.864,0.0477,0.8163,0.9118,1042.275715,100.1066,57,,
2026-07-27,2026-07-24,CEEBA6,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*) (**),2028-08-15,DI + 1.95%,1.6146,1.2541,1.4552,0.112,1.3432,1.5674,1077.505505,100.837,431.99,,
2026-07-27,2026-07-24,CEEBA7,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),2028-11-15,DI + 1.18%,0.8375,0.5215,0.7159,0.0716,0.6442,0.7876,1038.002194,100.9125,498.13,15,
2026-07-27,2026-07-24,CEEBA8,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),2029-06-10,DI + 0.95%,0.7985,0.3221,0.6145,0.0915,0.523,0.7061,1026.342417,100.7975,601.56,,
2026-07-27,2026-07-24,CEEBB3,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),2028-10-15,DI + 1.49%,1.2623,0.8274,1.0649,0.0676,0.9973,1.1326,1048.174025,100.6323,378.62,,
2026-07-27,2026-07-24,CEEBB8,CIA DE ELETRICIDADE DO ESTADO DA BAHIA - COELBA (*),2031-06-10,DI + 1.1%,0.8619,0.5005,0.6881,0.0792,0.6089,0.7674,1032.097448,101.3436,824.89,,
2026-07-27,2026-07-24,CEED16,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*),2030-08-05,DI + 1.05%,0.7606,0.5,0.6325,0.0173,0.6152,0.6499,1079.340142,100.9736,590.43,,
2026-07-27,2026-07-24,CEED18,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*),2030-03-25,DI + 0.8%,0.7603,0.4316,0.6166,0.0899,0.5267,0.7066,1053.402612,100.5122,707.29,,
2026-07-27,2026-07-24,CEEDA0,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*),2032-10-15,DI + 0.65%,0.8703,0.6791,0.7647,0.0245,0.7402,0.7893,1034.993587,99.5933,901.26,10,
2026-07-27,2026-07-24,CEEDA1,COMPANHIA ESTADUAL DE DISTRIBUICAO DE ENERGIA ELETRICA - CEEE D (*),2033-04-15,DI + 0.75%,0.8872,0.6345,0.766,0.0483,0.7178,0.8144,1032.935355,99.9384,978.34,35,
2026-07-27,2026-07-24,CEMTE2,ENERGISA MATO GROSSO - DISTRIBUIDORA DE ENERGIA S.A.(*) (**),2029-06-10,DI + 1.05%,0.8735,0.4843,0.7124,0.0766,0.6358,0.7891,1023.920582,100.547,411.06,,
2026-07-27,2026-07-24,CEPEA1,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),2026-10-15,DI + 1.39%,1.116,0.6354,0.8928,0.0617,0.831,0.9546,1042.465489,100.1113,57,,
2026-07-27,2026-07-24,CEPEA3,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),2028-11-15,DI + 1.18%,0.85,0.5919,0.7289,0.056,0.6729,0.785,1037.737406,100.8868,498.11,,
2026-07-27,2026-07-24,CEPEA4,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),2029-03-18,DI + 1.18%,1.0473,0.6749,0.866,0.0915,0.7744,0.9576,1059.508342,100.6718,543.07,,
2026-07-27,2026-07-24,CEPEB1,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*) (**),2028-10-15,DI + 1.54%,1.2,0.6825,0.9634,0.0709,0.8924,1.0344,1050.673014,100.8586,378.6,,
2026-07-27,2026-07-24,CEPEB2,COMPANHIA ENERGÉTICA DE PERNAMBUCO - CELPE (*),2029-04-15,DI + 1.68%,1.2404,0.7256,1.0062,0.1849,0.8213,1.1912,1055.135099,101.2487,470.83,10,
2026-07-27,2026-07-24,CERO19,CENTRAIS ELETRICAS DE RONDONIA S/A CERON,2029-04-15,DI + 0.85%,0.712,0.4375,0.5919,0.068,0.5239,0.66,1045.768222,100.5754,564.41,,
2026-07-27,2026-07-24,CEROA2,CENTRAIS ELETRICAS DE RONDONIA S/A CERON,2029-12-15,DI + 0.95%,0.7176,0.4726,0.592,0.1434,0.4486,0.7354,1026.370082,100.9731,687.39,,
2026-07-27,2026-07-24,CEROB2,CENTRAIS ELETRICAS DE RONDONIA S/A CERON,2031-12-15,DI + 1.1%,0.7963,0.6,0.7042,0.04,0.6642,0.7444,1030.900562,101.4015,895.44,,
2026-07-27,2026-07-24,CESE22,CELSE - CENTRAIS ELETRICAS DE SERGIPE S.A. (*) (**),2028-09-15,DI + 2.5%,1.0181,0.4524,0.728,0.0724,0.6556,0.8005,807.765302,101.7414,250.82,,
2026-07-27,2026-07-24,CESPA4,CESP-COMPANHIA ENERGETICA DE SAO PAULO (*),2032-08-14,DI + 0.62%,0.9071,0.6882,0.7815,0.0771,0.7044,0.8588,1056.163215,99.3976,948.62,,
2026-07-27,2026-07-24,CGASA3,COMPANHIA DE GAS DE SÃO PAULO - COMGAS (*),2028-05-15,DI + 0.45%,0.6,0.3,0.4602,0.0176,0.4426,0.4779,1027.001562,99.9837,403.99,,
2026-07-27,2026-07-24,CGASA5,COMPANHIA DE GAS DE SÃO PAULO - COMGAS (*),2029-03-15,DI + 0.75%,0.7869,0.5663,0.6828,0.07,0.6128,0.7529,1049.378348,100.1446,545.74,,
2026-07-27,2026-07-24,CGBP14,ESSENTIA PCHS S.A (*),2032-03-25,DI + 1%,0.9966,0.6446,0.8432,0.0823,0.7609,0.9256,981.776771,100.4472,724.4,35,
2026-07-27,2026-07-24,CGOS15,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),2030-03-20,DI + 1.05%,0.777,0.5663,0.6678,0.0446,0.6233,0.7125,1059.252533,100.8112,537.77,,
2026-07-27,2026-07-24,CGOS17,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),2030-08-05,DI + 1%,0.7764,0.538,0.6649,0.0506,0.6143,0.7156,1077.040533,100.7812,590.63,,
2026-07-27,2026-07-24,CGOS18,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),2030-09-15,DI + 1%,0.8009,0.5992,0.6661,0.0814,0.5847,0.7475,1061.611946,100.8152,618.44,,
2026-07-27,2026-07-24,CGOS19,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),2031-11-25,DI + 0.92%,0.8423,0.6,0.7121,0.0497,0.6624,0.7618,1032.553148,100.7772,946.9,,
2026-07-27,2026-07-24,CGOSA1,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A. (*),2032-10-15,DI + 0.65%,0.9327,0.6444,0.7859,0.0196,0.7664,0.8056,1034.215262,99.5184,901.07,,
2026-07-27,2026-07-24,CHSF12,COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO - CHESF (*),2029-04-15,DI + 0.85%,0.6166,0.3,0.4772,0.0426,0.4346,0.5199,1048.444368,100.8328,564.6,,
2026-07-27,2026-07-24,CHSF14,COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO - CHESF (*),2031-09-15,DI + 0.85%,0.7017,0.5544,0.6416,0.1057,0.536,0.7474,1060.264253,100.7407,899.86,,
2026-07-27,2026-07-24,CHSF24,COMPANHIA HIDRO ELETRICA DO SAO FRANCISCO - CHESF (*),2034-09-15,DI + 1.05%,0.8475,0.5288,0.696,0.0708,0.6252,0.767,1069.406354,101.5375,1098.62,35,
2026-07-27,2026-07-24,CHTH11,CHINA THREE GORGES BRASIL ENERGIA S.A. (*),2029-12-15,DI + 0.43%,0.6144,0.3661,0.5249,0.0342,0.4906,0.5592,1013.568277,99.773,606.3,,
2026-07-27,2026-07-24,CIEL17,CIELO S/A,2027-12-17,DI + 0.54%,0.386,0.1742,0.2962,0.0511,0.2451,0.3474,1018.064476,100.3143,325.72,35,
2026-07-27,2026-07-24,CIEL18,CIELO S/A (*),2029-05-08,DI + 0.54%,0.4998,0.3224,0.4238,0.0279,0.3959,0.4518,1032.955743,100.2671,581.44,,
2026-07-27,2026-07-24,CIEL19,CIELO S/A (*),2028-10-20,DI + 0.39%,0.4606,0.342,0.3787,0.0125,0.3662,0.3913,1036.972355,100.0216,484.62,,
2026-07-27,2026-07-24,CLCD16,CELESC DISTRIBUIÇÃO S/A (*),2028-11-15,DI + 1.65%,1.076,0.6,0.8077,0.0736,0.7341,0.8814,1039.580957,100.975,294.34,,
2026-07-27,2026-07-24,CLCD17,CELESC DISTRIBUIÇÃO S/A (*),2031-07-15,DI + 0.95%,1.0195,0.7286,0.8822,0.0693,0.8129,0.9515,1006.129245,100.2174,814.73,,
2026-07-27,2026-07-24,CLCD18,CELESC DISTRIBUIÇÃO S/A (*),2031-07-30,DI + 0.67%,0.9648,0.675,0.814,0.031,0.7829,0.8451,1064.97794,99.5711,757.36,,
2026-07-27,2026-07-24,CLCD19,CELESC DISTRIBUIÇÃO S/A (*),2027-02-28,DI + 0.3%,0.5077,0.3152,0.402,0.0031,0.3989,0.4052,1093.220272,99.9403,148,,
2026-07-27,2026-07-24,CLII12,CORREDOR LOGISTICA E INFRAESTRUTURA S.A (*),2031-10-10,DI + 3.5%,2.0685,1.6611,1.8575,0.024,1.8336,1.8816,1014.646562,103.9726,618.81,,
2026-07-27,2026-07-24,CLIS11,CLI SUL S/A (*),2031-10-10,DI + 3.2%,--,--,1.7939,0.1193,1.6747,1.9133,1094.454823,103.23,588.52,10,
2026-07-27,2026-07-24,CLMOA4,CALAMO DISTRIBUIDORA DE PRODUTOS DE BELEZA S/A (*),2032-11-27,DI + 0.95%,0.85,0.55,0.7068,0.0178,0.689,0.7247,1032.747286,100.9063,943.62,35,
2026-07-27,2026-07-24,CMED13,CIMED & CO S.A. (*) (**),2029-05-02,DI + 0.75%,0.7839,0.4875,0.6758,0.0624,0.6134,0.7382,1034.455745,100.1419,484.99,,
2026-07-27,2026-07-24,CMGD18,CEMIG DISTRIBUIÇÃO S/A (*) (**),2027-06-15,DI + 1.35%,0.9599,0.6426,0.7711,0.0553,0.7157,0.8265,1021.862316,100.4839,212.38,,
2026-07-27,2026-07-24,CMGDA0,CEMIG DISTRIBUIÇÃO S/A (*),2029-02-15,DI + 0.8%,0.585,0.4,0.472,0.0681,0.4039,0.5403,1069.361493,100.5626,434,,
2026-07-27,2026-07-24,CMGDA1,CEMIG DISTRIBUIÇÃO S/A (*),2031-09-15,DI + 0.55%,0.7544,0.5356,0.6268,0.0654,0.5614,0.6923,1048.676665,99.7458,839.88,,
2026-07-27,2026-07-24,CMGDA2,CEMIG DISTRIBUIÇÃO S/A (*),2032-03-15,DI + 0.86%,0.7918,0.5608,0.663,0.0475,0.6154,0.7106,1059.851152,100.6979,897.22,,
2026-07-27,2026-07-24,CMGDA3,CEMIG DISTRIBUIÇÃO S/A (*),2030-04-15,DI + 0.64%,0.6802,0.45,0.5789,0.0393,0.5395,0.6183,1040.807435,100.1554,644.54,,
2026-07-27,2026-07-24,CMGDB3,CEMIG DISTRIBUIÇÃO S/A (*),2032-04-15,DI + 0.8%,0.8211,0.5236,0.6834,0.0623,0.6212,0.7458,1044.038671,100.4227,918.83,,
2026-07-27,2026-07-24,CMGTA0,CEMIG GERAÇÃO E TRANSMISSÃO S/A (*),2030-03-15,DI + 0.64%,0.6608,0.4488,0.555,0.0579,0.4972,0.613,1053.885953,100.2092,623.5,,
2026-07-27,2026-07-24,CMGTA2,CEMIG GERAÇÃO E TRANSMISSÃO S/A (*),2031-06-10,DI + 0.7%,0.8,0.5,0.65,0,0.65,0.65,1018.994354,100.1636,829.4,,
2026-07-27,2026-07-24,CMPH14,CM HOSPITALAR S.A. (*) (**),2034-01-30,DI + 1.7%,--,--,--,--,--,--,483.548181,62.3168,N/D,10,
2026-07-27,2026-07-24,CMTR19,CEMIG GERAÇÃO E TRANSMISSÃO S/A (*),2027-12-15,DI + 1.33%,0.8486,0.515,0.693,0.063,0.63,0.7561,681.524096,100.5278,210.55,,
2026-07-27,2026-07-24,CNLM17,CONCESSIONARIA DA LINHA 4 DO METRO DE SAO PAULO S/A (*),2033-04-15,DI + 0.96%,0.8868,0.6262,0.7563,0.0635,0.6928,0.82,1048.079106,100.826,1027.7,35,
2026-07-27,2026-07-24,COCEA2,COMPANHIA ENERGÉTICA DO CEARÁ - COELCE (*),2029-05-15,DI + 1.1%,1.2,0.9,1.0546,0.0139,1.0407,1.0686,1029.525768,100.1038,582.33,10,
2026-07-27,2026-07-24,COGNA4,COGNA EDUCACAO S.A (*),2029-11-19,DI + 1.6%,1.3541,1,1.2019,0.0572,1.1448,1.2592,1037.55125,100.9078,580.49,35,
2026-07-27,2026-07-24,COGNA5,COGNA EDUCACAO S.A (*),2028-11-17,DI + 0.64%,1.1319,0.8807,0.9982,0.0413,0.9569,1.0396,995.548932,99.2813,511.49,,
2026-07-27,2026-07-24,COGNB2,COGNA EDUCACAO S.A (*),2029-05-15,DI + 1.6%,1.3359,0.9475,1.155,0.0928,1.0622,1.248,1038.266795,100.857,490.18,,
2026-07-27,2026-07-24,COLNA3,RODOVIAS DAS COLINAS S/A (*),2032-01-15,DI + 0.8%,0.9124,0.7438,0.8119,0.0471,0.7647,0.8591,998.511077,99.9625,800.53,,
2026-07-27,2026-07-24,CPFGA3,CPFL GERAÇÃO DE ENERGIA S/A (*),2031-09-10,DI + 0.59%,0.7197,0.4434,0.6052,0.1128,0.4924,0.7181,1017.241488,99.949,850.64,,
2026-07-27,2026-07-24,CPFPA6,COMPANHIA PIRATININGA DE FORÇA E LUZ (*),2028-06-05,DI + 0.57%,0.5323,0.2921,0.4514,0.094,0.3574,0.5456,480.243153,100.1062,226.66,,
2026-07-27,2026-07-24,CPFPA8,COMPANHIA PIRATININGA DE FORÇA E LUZ (*),2029-09-10,DI + 0.49%,0.6,0.3,0.4876,0.0536,0.434,0.5414,1017.685032,100.0052,550.34,,
2026-07-27,2026-07-24,CPFPB8,COMPANHIA PIRATININGA DE FORÇA E LUZ (*),2031-09-10,DI + 0.59%,0.7126,0.4,0.563,0.0192,0.5437,0.5823,1018.683369,100.0907,850.9,,
2026-07-27,2026-07-24,CPGT17,COPEL GERAÇÃO E TRANSMISSÃO S/A (*) (**),2026-10-15,DI + 1.38%,1.0237,0.5896,0.8016,0.0738,0.7278,0.8755,521.313663,100.1295,57,,
2026-07-27,2026-07-24,CPGT18,COPEL GERAÇÃO E TRANSMISSÃO S/A (*),2030-01-15,DI + 1.4%,0.805,0.4643,0.614,0.1382,0.4759,0.7523,1023.478898,101.933,620.78,,
2026-07-27,2026-07-24,CPGT19,COPEL GERAÇÃO E TRANSMISSÃO S/A (*),2029-10-10,DI + 0.52%,0.6626,0.3872,0.5229,0.0585,0.4644,0.5815,1040.553439,99.9946,467.94,,
2026-07-27,2026-07-24,CPGT29,COPEL GERAÇÃO E TRANSMISSÃO S/A (*),2031-10-10,DI + 0.69%,0.8848,0.4595,0.6995,0.0767,0.6228,0.7762,1040.778043,99.968,856.13,,
2026-07-27,2026-07-24,CPGT39,COPEL GERAÇÃO E TRANSMISSÃO S/A (*),2034-10-10,DI + 0.95%,0.9683,0.5517,0.7749,0.0305,0.7444,0.8056,1049.914628,100.7713,1116.73,,
2026-07-27,2026-07-24,CPGTA0,COPEL GERAÇÃO E TRANSMISSÃO S/A (*),2029-02-15,DI + 0.59%,0.5964,0.3509,0.471,0.0574,0.4135,0.5285,1064.600472,100.2044,434.79,,
2026-07-27,2026-07-24,CPGTB0,COPEL GERAÇÃO E TRANSMISSÃO S/A (*),2032-02-15,DI + 0.79%,0.8588,0.5843,0.721,0.07,0.651,0.7911,1065.87559,100.2391,878.92,,
2026-07-27,2026-07-24,CPLD19,COPEL DISTRIBUICAO S/A (*),2031-05-15,DI + 0.6%,0.811,0.3199,0.5991,0.0685,0.5306,0.6677,1027.493703,100.0026,737.11,,
2026-07-27,2026-07-24,CPLD27,COPEL DISTRIBUICAO S/A (*),2027-05-15,DI + 1.36%,1.0668,0.6013,0.8479,0.0931,0.7548,0.9411,516.478561,100.3873,192.34,,
2026-07-27,2026-07-24,CPLD38,COPEL DISTRIBUICAO S/A (*),2028-06-15,DI + 2.25%,1.851,1.1657,1.4838,0.0623,1.4215,1.5462,1030.849889,101.2646,421.23,,
2026-07-27,2026-07-24,CPLDA0,COPEL DISTRIBUICAO S/A (*),2030-07-15,DI + 0.43%,0.7091,0.3804,0.5562,0.05,0.5062,0.6064,1000.651191,99.6861,630.83,35,
2026-07-27,2026-07-24,CPLDB0,COPEL DISTRIBUICAO S/A (*),2032-07-15,DI + 0.58%,0.8478,0.5417,0.6772,0.0544,0.6228,0.7317,999.973405,99.6144,1007.48,,
2026-07-27,2026-07-24,CPREA0,CPFL ENERGIAS RENOVÁVEIS (*) (**),2028-12-12,DI + 1.12%,0.987,0.2925,0.6925,0.014,0.6785,0.7066,1026.121238,100.8708,515.91,,
2026-07-27,2026-07-24,CPTE12,CACHOEIRA PAULISTA TRANS. DE ENERGIA S/A (*),2031-07-15,DI + 1.7%,1.2513,0.5759,0.9289,0.0546,0.8743,0.9835,641.066108,101.8047,594.08,,
2026-07-27,2026-07-24,CSAN15,COSAN S.A. (*),2028-04-20,DI + 2.4%,2.418,2.1389,2.3455,0.1093,2.2362,2.4549,1042.98712,100.0808,382.48,,
2026-07-27,2026-07-24,CSAN18,COSAN S.A. (*),2031-01-21,DI + 1.8%,1.9335,1.1716,1.5025,0.0675,1.435,1.57,1010.835862,100.903,774.64,5,
2026-07-27,2026-07-24,CSAN23,COSAN S.A. (*),2031-08-15,DI + 2%,1.903,1.1813,1.5865,0.193,1.3935,1.7796,1081.425957,101.1827,730.54,35,
2026-07-27,2026-07-24,CSAN24,COSAN S.A. (*),2032-05-05,DI + 1.9%,1.9605,1.6887,1.8386,0.0521,1.7866,1.8908,1037.157488,100.2024,845.78,35,
2026-07-27,2026-07-24,CSANA0,COSAN S.A. (*),2029-06-28,DI + 1%,1.7754,1.047,1.4002,0.1789,1.2213,1.5792,1002.523216,99.1825,522.8,,
2026-07-27,2026-07-24,CSANA2,COSAN S.A. (*),2029-01-27,DI + 0.6%,1.7987,1.5899,1.7108,0.0498,1.6611,1.7607,1175.419355,97.3005,628,,
2026-07-27,2026-07-24,CSANB0,COSAN S.A. (*),2034-06-28,DI + 1.5%,2.0708,1.4994,1.7356,0.1835,1.5521,1.9192,1000.959386,98.9909,1100.61,,
2026-07-27,2026-07-24,CSANB1,COSAN S.A. (*),2030-01-08,DI + 0.72%,1.9303,1.1098,1.52,0.0906,1.4294,1.6107,984.704668,97.8184,701.58,,
2026-07-27,2026-07-24,CSANB2,COSAN S.A. (*),2030-03-27,DI + 0.7%,1.8611,1.0321,1.4301,0.0633,1.3668,1.4934,1187.548811,98.1756,640.77,,
2026-07-27,2026-07-24,CSANC1,COSAN S.A. (*),2035-01-08,DI + 1.3%,2.7541,1.9189,2.2409,0.0729,2.168,2.314,962.360618,95.5727,1224.24,,
2026-07-27,2026-07-24,CSANC2,COSAN S.A. (*),2032-03-27,DI + 1%,2.0211,1.2843,1.7231,0.1938,1.5293,1.917,1185.358651,97.6101,850.44,10,
2026-07-27,2026-07-24,CSED12,CRUZEIRO DO SUL EDUCACIONAL S/A (*),2030-02-05,DI + 1.35%,1.1075,0.7529,0.9902,0.0766,0.9136,1.0669,1078.083937,100.7197,508.57,,
2026-07-27,2026-07-24,CSMGA7,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*),2029-12-16,DI + 1.3%,0.9238,0.5758,0.7609,0.0632,0.6977,0.8243,843.664423,100.8031,378.4,15,
2026-07-27,2026-07-24,CSMGA8,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*),2030-09-15,DI + 1.2%,0.9811,0.7731,0.8772,0.0589,0.8183,0.9361,1022.48092,100.5619,442.52,,
2026-07-27,2026-07-24,CSMGA9,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*),2034-07-15,DI + 0.9%,0.8659,0.583,0.7086,0.0998,0.6088,0.8085,1009.979501,100.6023,797.96,10,
2026-07-27,2026-07-24,CSMGB0,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*),2035-05-15,DI + 0.6%,0.8281,0.5243,0.6489,0.1568,0.4921,0.8058,1025.703484,99.8284,890.38,,
2026-07-27,2026-07-24,CSMGB6,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*),2026-09-15,DI + 1.3%,0.7973,0.4464,0.7346,0.0557,0.6789,0.7904,78.284443,100.08,36,,
2026-07-27,2026-07-24,CSMGD1,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*),2035-10-15,DI + 0.52%,0.8955,0.6171,0.7629,0.0934,0.6695,0.8564,994.615619,99.0823,960.97,,
2026-07-27,2026-07-24,CSMGD2,CIA DE SANEAMENTO DE M.GERAIS COPASA MG (*),2036-03-15,DI + 0.65%,0.925,0.6644,0.8007,0.058,0.7428,0.8588,1010.142012,99.4107,994.42,10,
2026-07-27,2026-07-24,CSNAA1,COMPANHIA SIDERÚRGICA NACIONAL (*) (**),2028-11-10,DI + 1.65%,20.8526,14.0473,17.2671,1.7035,15.5636,18.9707,828.19776,80.2508,380.9,,
2026-07-27,2026-07-24,CSNAA2,COMPANHIA SIDERÚRGICA NACIONAL (*) (**),2027-12-20,DI + 2.5%,17.5223,13.8499,15.1239,0.5097,14.6142,15.6336,921.647172,90.7966,206.1,,
2026-07-27,2026-07-24,CSRNA2,COMPANHIA ENERGÉTICA DO R. G. N. - COSERN (*),2031-03-15,DI + 0.96%,0.9145,0.545,0.7492,0.0967,0.6525,0.846,1059.598692,100.6383,767.64,,
2026-07-27,2026-07-24,CTEE19,ISA ENERGIA BRASIL S.A.,2028-11-15,DI + 2.83%,0.4877,0.2844,0.4015,0.0956,0.3059,0.4973,1060.704055,102.7957,292.57,,
2026-07-27,2026-07-24,CTNSA2,ENERGISA TOCANTINS - DISTRIBUIDORA DE ENERGIA S.A,2030-02-25,DI + 1%,0.8,0.5315,0.6514,0.0037,0.6476,0.6552,1071.176947,100.9455,686.51,,
2026-07-27,2026-07-24,CVCB14,CVC BRASIL OPERADORA E AGENCIA DE VIAGENS S.A. (*),2028-10-30,DI + 4.5%,4.9475,3.8631,4.4051,0.3423,4.0628,4.7476,0.595417,100.0824,230.7,35,
