data_captura,titulo,data_referencia,codigo_selic,data_base_emissao,data_vencimento,tx_compra,tx_venda,tx_indicativa,pu,desvio_padrao,interv_ind_inf_d0,interv_ind_sup_d0,interv_ind_inf_dma1,interv_ind_sup_dma1,criterio
2026-06-10,NTN-F,2026-06-09,950199,2020-01-10,2031-01-01,14.9569,14.9456,14.9515,892.847143,0,14.4786,15.4571,14.5151,15.4939,Calculado
2026-06-10,NTN-F,2026-06-09,950199,2022-01-07,2033-01-01,14.9125,14.901,14.907,852.593108,0,14.4357,15.4127,14.462,15.4393,Calculado
2026-06-10,NTN-F,2026-06-09,950199,2024-01-05,2035-01-01,14.8592,14.8441,14.85,824.231675,0.00006030215585,14.3917,15.3609,14.4054,15.3749,Calculado
2026-06-10,NTN-F,2026-06-09,950199,2026-01-09,2037-01-01,14.843,14.8277,14.8348,801.462431,0.00098851740501,14.3848,15.3521,14.3917,15.3594,Calculado
2026-06-11,LTN,2026-06-10,100000,2023-01-06,2026-07-01,14.4296,14.4097,14.4211,992.013295,0.00482616650252,14.2766,14.5947,14.2805,14.6046,Calculado
2026-06-11,LTN,2026-06-10,100000,2024-07-05,2026-10-01,14.1278,14.0816,14.1082,958.968127,0.01337425944791,13.9651,14.2898,13.9547,14.277,Calculado
2026-06-11,LTN,2026-06-10,100000,2025-01-10,2027-04-01,14.4969,14.4757,14.4881,897.218977,0.00472750311581,14.1784,14.8778,14.1711,14.8689,Calculado
2026-06-11,LTN,2026-06-10,100000,2023-07-07,2027-07-01,14.717,14.705,14.7105,865.609592,0.00156197402027,14.3359,15.163,14.3219,15.1469,Calculado
2026-06-11,LTN,2026-06-10,100000,2025-07-04,2027-10-01,14.865,14.8487,14.8576,834.10244,0.00240315581892,14.4272,15.348,14.4162,15.336,Calculado
2026-06-11,LTN,2026-06-10,100000,2024-01-05,2028-01-01,14.836,14.8208,14.8287,806.027568,0.0033617436443,14.3834,15.3553,14.3617,15.333,Calculado
2026-06-11,LTN,2026-06-10,100000,2026-01-09,2028-04-01,14.8807,14.8668,14.8727,778.101431,0.00147212188694,14.4106,15.4057,14.3908,15.3857,Calculado
2026-06-11,LTN,2026-06-10,100000,2024-07-05,2028-07-01,14.9128,14.8991,14.9054,751.980054,0.00221266914608,14.431,15.4338,14.4164,15.4192,Calculado
2026-06-11,LTN,2026-06-10,100000,2022-02-11,2029-01-01,15.0081,14.996,15.002,700.788035,0,14.5084,15.5438,14.5122,15.5475,Calculado
2026-06-11,LTN,2026-06-10,100000,2025-07-04,2029-07-01,15.0307,15.0194,15.0251,653.809123,0.00065850263477,14.5284,15.5686,14.5365,15.5768,Calculado
2026-06-11,LTN,2026-06-10,100000,2024-01-05,2030-01-01,15.007,14.9948,15.0004,610.415156,0.00095401407222,14.5156,15.5445,14.5242,15.5533,Calculado
2026-06-11,LTN,2026-06-10,100000,2025-01-10,2032-01-01,14.9313,14.9201,14.9263,463.206969,0.00054238749986,14.4412,15.4446,14.466,15.4694,Calculado
2026-06-11,NTN-C,2026-06-10,770100,2000-07-01,2031-01-01,8.2627,8.005,8.1125,7992.479322,0.10756263010725,7.6133,8.6409,7.6357,8.6695,Calculado
2026-06-11,LFT,2026-06-10,210100,2000-07-01,2026-09-01,0.0052,0.0014,0.0044,19181.175431,0.00038748812885,-0.0443,0.0353,-0.044,0.0345,Calculado
2026-06-11,LFT,2026-06-10,210100,2000-07-01,2027-03-01,0.0108,0.0083,0.0097,19180.043729,0.00018073920438,-0.0178,0.0323,-0.0174,0.0318,Calculado
2026-06-11,LFT,2026-06-10,210100,2000-07-01,2027-09-01,0.0135,0.0112,0.0121,19178.5284,0.00032805341029,-0.0072,0.038,-0.0064,0.0372,Calculado
2026-06-11,LFT,2026-06-10,210100,2000-07-01,2028-03-01,0.0206,0.0184,0.0194,19174.979843,0.00025976177548,-0.0001,0.0523,0.0007,0.0517,Calculado
2026-06-11,LFT,2026-06-10,210100,2000-07-01,2028-09-01,0.0324,0.03,0.031,19168.15127,0.00002425345336,0.0203,0.0493,0.0204,0.0494,Calculado
2026-06-11,LFT,2026-06-10,210100,2000-07-01,2029-03-01,0.0451,0.0432,0.0443,19158.426307,0.00022557114177,0.0242,0.0587,0.0246,0.0584,Calculado
2026-06-11,LFT,2026-06-10,210100,2000-07-01,2029-09-01,0.055,0.0529,0.054,19148.125902,0,0.032,0.066,0.0322,0.0659,Calculado
2026-06-11,LFT,2026-06-10,210100,2000-07-01,2030-03-01,0.0628,0.061,0.0616,19137.748772,0.00055087493136,0.0419,0.074,0.0416,0.0743,Calculado
2026-06-11,LFT,2026-06-10,210100,2000-07-01,2030-06-01,0.0659,0.0638,0.065,19132.282077,0.00020672890461,0.0469,0.0779,0.047,0.0779,Calculado
2026-06-11,LFT,2026-06-10,210100,2000-07-01,2030-09-01,0.0702,0.0681,0.0695,19125.511048,0.00042599512908,0.0531,0.0802,0.0533,0.0799,Calculado
2026-06-11,LFT,2026-06-10,210100,2000-07-01,2030-12-01,0.0712,0.0679,0.0696,19122.096761,0.00027412196191,0.0557,0.0867,0.0558,0.0866,Calculado
2026-06-11,LFT,2026-06-10,210100,2000-07-01,2031-03-01,0.0758,0.0731,0.0743,19114.673565,0.0002109502074,0.061,0.0913,0.0611,0.0911,Calculado
2026-06-11,LFT,2026-06-10,210100,2000-07-01,2031-06-01,0.0796,0.0766,0.0782,19107.499726,0.00025326438755,0.0653,0.0966,0.0654,0.0965,Calculado
2026-06-11,LFT,2026-06-10,210100,2000-07-01,2031-09-01,0.082,0.079,0.0806,19101.32332,0.00026520429861,0.0682,0.1037,0.0683,0.1036,Calculado
2026-06-11,LFT,2026-06-10,210100,2000-07-01,2031-12-01,0.0942,0.0909,0.0926,19084.961597,0.0002712835417,0.0786,0.103,0.0788,0.1029,Calculado
2026-06-11,LFT,2026-06-10,210100,2000-07-01,2032-03-01,0.0976,0.0952,0.0963,19076.675238,0.00022163663957,0.0833,0.1069,0.0835,0.1068,Calculado
2026-06-11,LFT,2026-06-10,210100,2000-07-01,2032-06-01,0.1086,0.1071,0.1079,19058.970818,0,0.0801,0.1187,0.0803,0.1186,Calculado
2026-06-11,NTN-B,2026-06-10,760199,2000-07-15,2026-08-15,11.2594,11.1969,11.2382,4766.542309,0.01942001299588,10.3401,12.1166,10.5344,12.3258,Calculado
2026-06-11,NTN-B,2026-06-10,760199,2000-07-15,2027-05-15,8.3998,8.3726,8.3875,4649.992258,0.00349955483598,8.1087,8.7831,8.1228,8.8002,Calculado
2026-06-11,NTN-B,2026-06-10,760199,2000-07-15,2028-08-15,8.7432,8.7182,8.73,4572.131588,0,8.367,9.0633,8.3872,9.0836,Calculado
2026-06-11,NTN-B,2026-06-10,760199,2000-07-15,2029-05-15,8.6598,8.6331,8.65,4444.100867,0.01611166451146,8.3277,9.0121,8.3024,8.9872,Calculado
2026-06-11,NTN-B,2026-06-10,760199,2000-07-15,2030-08-15,8.6497,8.6265,8.6357,4406.110719,0.0066235004016,8.374,8.9777,8.3142,8.9182,Calculado
2026-06-11,NTN-B,2026-06-10,760199,2000-07-15,2031-05-15,8.5505,8.5253,8.5365,4295.990786,0.00355072091835,8.2877,8.8556,8.235,8.8031,Calculado
2026-06-11,NTN-B,2026-06-10,760199,2000-07-15,2032-08-15,8.4241,8.3952,8.41,4297.290039,0,8.1661,8.7008,8.1221,8.657,Calculado
2026-06-11,NTN-B,2026-06-10,760199,2000-07-15,2033-05-15,8.3888,8.3628,8.3745,4189.867828,0.0063818668977,8.1578,8.6699,8.1014,8.6136,Calculado
2026-06-11,NTN-B,2026-06-10,760199,2000-07-15,2035-05-15,8.1709,8.1485,8.1608,4136.338617,0.00188161531137,7.9706,8.4343,7.9216,8.3855,Calculado
2026-06-11,NTN-B,2026-06-10,760199,2000-07-15,2037-05-15,7.9823,7.9534,7.9693,4105.836889,0.00127744593623,7.8125,8.242,7.7557,8.1853,Calculado
2026-06-11,NTN-B,2026-06-10,760199,2000-07-15,2040-08-15,7.8482,7.8197,7.8352,4111.336271,0.01668212616305,7.7113,8.103,7.6493,8.041,Calculado
2026-06-11,NTN-B,2026-06-10,760199,2000-07-15,2045-05-15,7.7162,7.6856,7.6988,3987.113542,0.01188078962191,7.5973,7.9676,7.5357,7.9059,Calculado
2026-06-11,NTN-B,2026-06-10,760199,2000-07-15,2050-08-15,7.6136,7.592,7.5979,4020.034242,0.01229288059854,7.524,7.8894,7.4405,7.8061,Calculado
2026-06-11,NTN-B,2026-06-10,760199,2000-07-15,2055-05-15,7.5471,7.5174,7.5288,3935.237926,0.0082729413409,7.4657,7.8309,7.372,7.7374,Calculado
2026-06-11,NTN-B,2026-06-10,760199,2000-07-15,2060-08-15,7.5492,7.5138,7.5296,3967.237338,0.00662165540707,7.4635,7.8292,7.3729,7.7388,Calculado
2026-06-11,NTN-F,2026-06-10,950199,2016-01-15,2027-01-01,14.3735,14.3359,14.355,1020.876836,0,14.1674,14.6806,14.1388,14.6491,Calculado
2026-06-11,NTN-F,2026-06-10,950199,2018-01-05,2029-01-01,14.9929,14.9704,14.9822,946.892769,0.00281262327019,14.5018,15.5205,14.4999,15.5186,Calculado
2026-06-11,NTN-F,2026-06-10,950199,2020-01-10,2031-01-01,14.9896,14.9774,14.9834,892.470652,0.00024865648996,14.5151,15.4939,14.5469,15.5258,Calculado
2026-06-11,NTN-F,2026-06-10,950199,2022-01-07,2033-01-01,14.939,14.9277,14.9326,852.202311,0.00068281312231,14.462,15.4393,14.4877,15.4649,Calculado
2026-06-11,NTN-F,2026-06-10,950199,2024-01-05,2035-01-01,14.8694,14.8551,14.8618,824.235841,0.00208170030984,14.4054,15.3749,14.4172,15.3866,Calculado
2026-06-11,NTN-F,2026-06-10,950199,2026-01-09,2037-01-01,14.835,14.8212,14.8281,802.176899,0.00041806723144,14.3917,15.3594,14.3849,15.3527,Calculado
2026-06-12,LTN,2026-06-11,100000,2023-01-06,2026-07-01,14.3914,14.3613,14.3736,992.566648,0.00931368859851,14.2365,14.6046,14.2321,14.5625,Calculado
2026-06-12,LTN,2026-06-11,100000,2024-07-05,2026-10-01,14.0287,13.9854,14.0101,959.729223,0.0101492836363,13.8596,14.277,13.8579,14.1778,Calculado
2026-06-12,LTN,2026-06-11,100000,2025-01-10,2027-04-01,14.2784,14.2418,14.262,899.117403,0.00841586775443,13.9471,14.8689,13.9472,14.6434,Calculado
2026-06-12,LTN,2026-06-11,100000,2023-07-07,2027-07-01,14.4527,14.4392,14.4462,868.176609,0.00103557630815,14.0593,15.1469,14.0596,14.8825,Calculado
2026-06-12,LTN,2026-06-11,100000,2025-07-04,2027-10-01,14.5498,14.538,14.544,837.545341,0,14.1039,15.336,14.1036,15.0224,Calculado
2026-06-12,LTN,2026-06-11,100000,2024-01-05,2028-01-01,14.4919,14.4759,14.4828,810.263524,0.00222373559355,14.0169,15.333,14.0165,14.9873,Calculado
2026-06-12,LTN,2026-06-11,100000,2026-01-09,2028-04-01,14.5041,14.4912,14.4977,783.139588,0.00044679412485,14.0167,15.3857,14.0163,15.011,Calculado
2026-06-12,LTN,2026-06-11,100000,2024-07-05,2028-07-01,14.5181,14.5043,14.5114,757.705136,0.00080950087091,14.0231,15.4192,14.0227,15.0254,Calculado
2026-06-12,LTN,2026-06-11,100000,2022-02-11,2029-01-01,14.601,14.5887,14.5951,707.51723,0.00154860812345,14.1056,15.5475,14.1054,15.1406,Calculado
2026-06-12,LTN,2026-06-11,100000,2025-07-04,2029-07-01,14.6238,14.612,14.618,661.242074,0,14.1295,15.5768,14.1293,15.1697,Calculado
2026-06-12,LTN,2026-06-11,100000,2024-01-05,2030-01-01,14.6096,14.5988,14.6039,618.240828,0.00069841088909,14.1277,15.5533,14.1276,15.1568,Calculado
2026-06-12,LTN,2026-06-11,100000,2025-01-10,2032-01-01,14.5589,14.5483,14.5544,471.841376,0.00077319871314,14.0939,15.4694,14.0941,15.0974,Calculado
2026-06-12,NTN-C,2026-06-11,770100,2000-07-01,2031-01-01,8.2704,7.9774,8.0788,8005.312543,0.17819797043362,7.6357,8.6695,7.5421,8.8356,Calculado
2026-06-12,LFT,2026-06-11,210100,2000-07-01,2026-09-01,0.004,0.0001,0.0023,19191.514138,0.00182232428234,-0.045,0.0345,-0.0453,0.032,Calculado
2026-06-12,LFT,2026-06-11,210100,2000-07-01,2027-03-01,0.0109,0.0088,0.0098,19190.285873,0.00015218984854,-0.0178,0.0318,-0.018,0.0315,Calculado
2026-06-12,LFT,2026-06-11,210100,2000-07-01,2027-09-01,0.014,0.0117,0.0124,19188.71216,0.00064137635597,-0.0056,0.0372,-0.0056,0.0369,Calculado
2026-06-12,LFT,2026-06-11,210100,2000-07-01,2028-03-01,0.021,0.0191,0.0199,19185.06575,0.00010163493494,0.0017,0.0517,0.0016,0.0517,Calculado
2026-06-12,LFT,2026-06-11,210100,2000-07-01,2028-09-01,0.0327,0.0303,0.0313,19178.271914,0.00022124050262,0.0205,0.0494,0.0207,0.0501,Calculado
2026-06-12,LFT,2026-06-11,210100,2000-07-01,2029-03-01,0.0453,0.0433,0.0442,19168.752865,0.00018934006443,0.0255,0.0584,0.0254,0.0584,Calculado
2026-06-12,LFT,2026-06-11,210100,2000-07-01,2029-09-01,0.0559,0.053,0.0542,19158.255044,0.00032344866672,0.0318,0.0659,0.0324,0.0661,Calculado
2026-06-12,LFT,2026-06-11,210100,2000-07-01,2030-03-01,0.0626,0.0602,0.0617,19147.929948,0.00034713109915,0.0416,0.0743,0.0417,0.0744,Calculado
2026-06-12,LFT,2026-06-11,210100,2000-07-01,2030-06-01,0.0665,0.064,0.0651,19142.460333,0.00021325144783,0.0468,0.0779,0.047,0.078,Calculado
2026-06-12,LFT,2026-06-11,210100,2000-07-01,2030-09-01,0.071,0.0683,0.0696,19135.685688,0.00026331221012,0.0535,0.0799,0.0537,0.0795,Calculado
2026-06-12,LFT,2026-06-11,210100,2000-07-01,2030-12-01,0.0716,0.0681,0.0699,19132.116045,0.00027529887395,0.0563,0.0866,0.0566,0.0857,Calculado
2026-06-12,LFT,2026-06-11,210100,2000-07-01,2031-03-01,0.076,0.0733,0.0743,19124.938376,0.00018786726697,0.0617,0.0911,0.0616,0.0905,Calculado
2026-06-12,LFT,2026-06-11,210100,2000-07-01,2031-06-01,0.0798,0.0768,0.0783,19117.664748,0.00019808291193,0.0661,0.0965,0.066,0.0958,Calculado
2026-06-12,LFT,2026-06-11,210100,2000-07-01,2031-09-01,0.0822,0.0793,0.0807,19111.485044,0.00026003661281,0.0687,0.1036,0.0689,0.103,Calculado
2026-06-12,LFT,2026-06-11,210100,2000-07-01,2031-12-01,0.0941,0.091,0.0927,19095.114584,0.00026852420747,0.0793,0.1029,0.0794,0.1024,Calculado
2026-06-12,LFT,2026-06-11,210100,2000-07-01,2032-03-01,0.0978,0.0949,0.0963,19086.93895,0.00033000719689,0.0843,0.1068,0.0842,0.1064,Calculado
2026-06-12,LFT,2026-06-11,210100,2000-07-01,2032-06-01,0.1087,0.1072,0.108,19069.109926,0,0.0813,0.1186,0.0813,0.1182,Calculado
2026-06-12,NTN-B,2026-06-11,760199,2000-07-15,2026-08-15,10.6855,10.6373,10.65,4774.465295,0,9.9255,12.3258,9.9368,11.7431,Calculado
2026-06-12,NTN-B,2026-06-11,760199,2000-07-15,2027-05-15,8.292,8.2639,8.2765,4656.964656,0.00340517812897,8.0077,8.8002,8.0117,8.692,Calculado
2026-06-12,NTN-B,2026-06-11,760199,2000-07-15,2028-08-15,8.5421,8.5113,8.5262,4592.222107,0.00423949527067,8.1839,9.0836,8.1837,8.8802,Calculado
2026-06-12,NTN-B,2026-06-11,760199,2000-07-15,2029-05-15,8.3984,8.3667,8.3845,4476.021045,0.01344380640778,8.0372,8.9872,8.0371,8.7222,Calculado
2026-06-12,NTN-B,2026-06-11,760199,2000-07-15,2030-08-15,8.395,8.3563,8.3764,4447.189345,0.01188802333485,8.0548,8.9182,8.0549,8.659,Calculado
2026-06-12,NTN-B,2026-06-11,760199,2000-07-15,2031-05-15,8.3012,8.2525,8.2745,4342.92076,0.00610425300508,7.9727,8.8031,7.973,8.5412,Calculado
2026-06-12,NTN-B,2026-06-11,760199,2000-07-15,2032-08-15,8.1821,8.1485,8.1748,4347.353498,0.00315995159931,7.8865,8.657,7.8868,8.4218,Calculado
2026-06-12,NTN-B,2026-06-11,760199,2000-07-15,2033-05-15,8.1188,8.0902,8.109,4250.669716,0.02166947635546,7.8353,8.6136,7.8358,8.3481,Calculado
2026-06-12,NTN-B,2026-06-11,760199,2000-07-15,2035-05-15,7.9281,7.8888,7.9118,4204.414236,0.00663096568156,7.6484,8.3855,7.6487,8.1364,Calculado
2026-06-12,NTN-B,2026-06-11,760199,2000-07-15,2037-05-15,7.7168,7.6786,7.6979,4190.539482,0.01278569614687,7.4438,8.1853,7.444,7.9137,Calculado
2026-06-12,NTN-B,2026-06-11,760199,2000-07-15,2040-08-15,7.5811,7.5521,7.5668,4208.577607,0.00422709306498,7.3236,8.041,7.3237,7.7726,Calculado
2026-06-12,NTN-B,2026-06-11,760199,2000-07-15,2045-05-15,7.4823,7.4546,7.4686,4083.06685,0.00214153781428,7.2343,7.9059,7.2344,7.6756,Calculado
2026-06-12,NTN-B,2026-06-11,760199,2000-07-15,2050-08-15,7.392,7.3545,7.3703,4124.421745,0.00751751202194,7.1408,7.8061,7.1409,7.578,Calculado
2026-06-12,NTN-B,2026-06-11,760199,2000-07-15,2055-05-15,7.3343,7.2865,7.3105,4041.116514,0.00731647757804,7.0833,7.7374,7.0833,7.5185,Calculado
2026-06-12,NTN-B,2026-06-11,760199,2000-07-15,2060-08-15,7.3338,7.2846,7.3069,4078.558501,0.00663377981395,7.0807,7.7388,7.0807,7.5154,Calculado
2026-06-12,NTN-F,2026-06-11,950199,2016-01-15,2027-01-01,14.2244,14.1863,14.206,1022.13395,0,13.9922,14.6491,13.9921,14.4995,Calculado
2026-06-12,NTN-F,2026-06-11,950199,2018-01-05,2029-01-01,14.5868,14.5614,14.5744,954.828311,0.00232902087367,14.0921,15.5186,14.092,15.111,Calculado
2026-06-12,NTN-F,2026-06-11,950199,2020-01-10,2031-01-01,14.6131,14.6012,14.607,903.30857,0.0001133893293,14.1702,15.5258,14.1701,15.1495,Calculado
2026-06-12,NTN-F,2026-06-11,950199,2022-01-07,2033-01-01,14.5876,14.5751,14.5817,864.585546,0.00052000899031,14.1363,15.4649,14.1365,15.114,Calculado
2026-06-12,NTN-F,2026-06-11,950199,2024-01-05,2035-01-01,14.5223,14.5047,14.513,838.114064,0.00101470438552,14.0682,15.3866,14.0683,15.038,Calculado
2026-06-12,NTN-F,2026-06-11,950199,2026-01-09,2037-01-01,14.4989,14.4858,14.4917,816.590332,0.00136122781708,14.0485,15.3527,14.0485,15.0163,Calculado
2026-06-13,LTN,2026-06-12,100000,2023-01-06,2026-07-01,14.3812,14.3519,14.3671,993.098676,0.00641938699644,14.2321,14.5625,14.222,14.5595,Calculado
2026-06-13,LTN,2026-06-12,100000,2024-07-05,2026-10-01,14.0503,14.0003,14.0336,960.167451,0.01028460824047,13.8579,14.1778,13.8811,14.1986,Calculado
2026-06-13,LTN,2026-06-12,100000,2025-01-10,2027-04-01,14.2666,14.2392,14.2536,899.64571,0.0060604006361,13.9472,14.6434,13.9405,14.635,Calculado
2026-06-13,LTN,2026-06-12,100000,2023-07-07,2027-07-01,14.4205,14.4072,14.4128,868.906252,0.00177124014747,14.0596,14.8825,14.0279,14.8486,Calculado
2026-06-13,LTN,2026-06-12,100000,2025-07-04,2027-10-01,14.5023,14.4891,14.4943,838.470265,0.00139989795342,14.1036,15.0224,14.0548,14.9725,Calculado
2026-06-13,LTN,2026-06-12,100000,2024-01-05,2028-01-01,14.4442,14.4307,14.4372,811.19981,0.00189061147516,14.0165,14.9873,13.9715,14.9416,Calculado
2026-06-13,LTN,2026-06-12,100000,2026-01-09,2028-04-01,14.4467,14.433,14.4393,784.280968,0.00169767347567,14.0163,15.011,13.9583,14.9527,Calculado
2026-06-13,LTN,2026-06-12,100000,2024-07-05,2028-07-01,14.4428,14.4303,14.4369,759.121644,0.0001154700394,14.0227,15.0254,13.9485,14.9512,Calculado
2026-06-13,LTN,2026-06-12,100000,2022-02-11,2029-01-01,14.4922,14.4803,14.4865,709.603806,0,14.1054,15.1406,13.997,15.032,Calculado
2026-06-13,LTN,2026-06-12,100000,2025-07-04,2029-07-01,14.5045,14.4925,14.4981,663.700086,0.00100750857068,14.1293,15.1697,14.0095,15.0498,Calculado
2026-06-13,LTN,2026-06-12,100000,2024-01-05,2030-01-01,14.4787,14.4681,14.4732,621.067649,0.00067964090518,14.1276,15.1568,13.9968,15.0261,Calculado
2026-06-13,LTN,2026-06-12,100000,2025-01-10,2032-01-01,14.4445,14.4323,14.4379,474.756742,0.0008444890467,14.0941,15.0974,13.9776,14.9808,Calculado
2026-06-13,NTN-C,2026-06-12,770100,2000-07-01,2031-01-01,8.3334,8.0349,8.0971,8004.811984,0.07245817874236,7.5421,8.8356,7.5849,8.6155,Calculado
2026-06-13,LFT,2026-06-12,210100,2000-07-01,2026-09-01,0.0016,-0.0034,0.0006,19201.839214,0.00172517877914,-0.0453,0.032,-0.0468,0.0303,Calculado
2026-06-13,LFT,2026-06-12,210100,2000-07-01,2027-03-01,0.0104,0.0091,0.0097,19200.552688,0.0003662207531,-0.018,0.0315,-0.018,0.0314,Calculado
2026-06-13,LFT,2026-06-12,210100,2000-07-01,2027-09-01,0.0152,0.0128,0.0139,19198.613298,0.00069287337949,-0.0056,0.0369,-0.004,0.0364,Calculado
2026-06-13,LFT,2026-06-12,210100,2000-07-01,2028-03-01,0.022,0.0196,0.0203,19195.195364,0.00056894006714,0.0016,0.0517,0.0021,0.0527,Calculado
2026-06-13,LFT,2026-06-12,210100,2000-07-01,2028-09-01,0.0327,0.0304,0.0316,19188.417101,0.00036817869303,0.0207,0.0501,0.0209,0.0512,Calculado
2026-06-13,LFT,2026-06-12,210100,2000-07-01,2029-03-01,0.0456,0.043,0.0443,19178.969778,0.00032564664899,0.0254,0.0584,0.0261,0.0586,Calculado
2026-06-13,LFT,2026-06-12,210100,2000-07-01,2029-09-01,0.0557,0.053,0.0542,19168.543158,0.00020524173552,0.0324,0.0661,0.0326,0.0662,Calculado
2026-06-13,LFT,2026-06-12,210100,2000-07-01,2030-03-01,0.0631,0.0608,0.0617,19158.212548,0.00016391497796,0.0417,0.0744,0.0416,0.0745,Calculado
2026-06-13,LFT,2026-06-12,210100,2000-07-01,2030-06-01,0.0665,0.064,0.0651,19152.740013,0.00018221580612,0.047,0.078,0.0467,0.0781,Calculado
2026-06-13,LFT,2026-06-12,210100,2000-07-01,2030-09-01,0.0706,0.0684,0.0697,19145.884942,0.00016846643583,0.0537,0.0795,0.0534,0.0796,Calculado
2026-06-13,LFT,2026-06-12,210100,2000-07-01,2030-12-01,0.0709,0.0682,0.0699,19142.390201,0.00005188728168,0.0566,0.0857,0.0566,0.0854,Calculado
2026-06-13,LFT,2026-06-12,210100,2000-07-01,2031-03-01,0.0759,0.0732,0.0743,19135.208698,0.00019402847729,0.0616,0.0905,0.0616,0.0902,Calculado
2026-06-13,LFT,2026-06-12,210100,2000-07-01,2031-06-01,0.0798,0.0771,0.0783,19127.931187,0.00018727925673,0.066,0.0958,0.066,0.0956,Calculado
2026-06-13,LFT,2026-06-12,210100,2000-07-01,2031-09-01,0.0823,0.0793,0.0808,19121.652173,0.00015339295942,0.0689,0.103,0.069,0.1028,Calculado
2026-06-13,LFT,2026-06-12,210100,2000-07-01,2031-12-01,0.0932,0.0912,0.0926,19105.484192,0.00035566837082,0.0794,0.1024,0.0795,0.1023,Calculado
2026-06-13,LFT,2026-06-12,210100,2000-07-01,2032-03-01,0.0978,0.0949,0.0963,19097.208183,0.00020898913847,0.0842,0.1064,0.0842,0.1067,Calculado
2026-06-13,LFT,2026-06-12,210100,2000-07-01,2032-06-01,0.109,0.1074,0.1081,19079.273629,0.00017510499707,0.0813,0.1182,0.0817,0.1183,Calculado
2026-06-13,NTN-B,2026-06-12,760199,2000-07-15,2026-08-15,11.0342,10.9779,11.0015,4778.422289,0.02231358872571,9.9368,11.7431,10.2843,12.1058,Calculado
2026-06-13,NTN-B,2026-06-12,760199,2000-07-15,2027-05-15,8.2787,8.24,8.2572,4663.868785,0.01040573018918,8.0117,8.692,7.9935,8.6768,Calculado
2026-06-13,NTN-B,2026-06-12,760199,2000-07-15,2028-08-15,8.5014,8.4782,8.4885,4601.572986,0.01606156984731,8.1837,8.8802,8.146,8.8427,Calculado
2026-06-13,NTN-B,2026-06-12,760199,2000-07-15,2029-05-15,8.3714,8.3414,8.3561,4485.108365,0.00535889570247,8.0371,8.7222,8.0087,8.6942,Calculado
2026-06-13,NTN-B,2026-06-12,760199,2000-07-15,2030-08-15,8.3655,8.3398,8.3538,4456.465259,0.00645202072377,8.0549,8.659,8.0322,8.6366,Calculado
2026-06-13,NTN-B,2026-06-12,760199,2000-07-15,2031-05-15,8.2605,8.234,8.2471,4353.350076,0.00494708845686,7.973,8.5412,7.9454,8.5139,Calculado
2026-06-13,NTN-B,2026-06-12,760199,2000-07-15,2032-08-15,8.1519,8.1327,8.1435,4359.476058,0.00538598571294,7.8868,8.4218,7.8554,8.3906,Calculado
2026-06-13,NTN-B,2026-06-12,760199,2000-07-15,2033-05-15,8.0858,8.0611,8.0744,4263.958039,0.00331199309178,7.8358,8.3481,7.8011,8.3136,Calculado
2026-06-13,NTN-B,2026-06-12,760199,2000-07-15,2035-05-15,7.8762,7.8549,7.8637,4222.7886,0.00610631991055,7.6487,8.1364,7.6006,8.0883,Calculado
2026-06-13,NTN-B,2026-06-12,760199,2000-07-15,2037-05-15,7.6574,7.6336,7.6437,4212.731582,0.00991991086502,7.444,7.9137,7.3898,7.8595,Calculado
2026-06-13,NTN-B,2026-06-12,760199,2000-07-15,2040-08-15,7.5289,7.5019,7.515,4232.736817,0.00540370243444,7.3237,7.7726,7.2719,7.7208,Calculado
2026-06-13,NTN-B,2026-06-12,760199,2000-07-15,2045-05-15,7.4483,7.4226,7.4325,4103.357963,0.00345373558195,7.2344,7.6756,7.1983,7.6395,Calculado
2026-06-13,NTN-B,2026-06-12,760199,2000-07-15,2050-08-15,7.3535,7.3286,7.34,4143.671184,0,7.1409,7.578,7.1106,7.5477,Calculado
2026-06-13,NTN-B,2026-06-12,760199,2000-07-15,2055-05-15,7.2935,7.2688,7.28,4061.18566,0,7.0833,7.5185,7.0528,7.4879,Calculado
2026-06-13,NTN-B,2026-06-12,760199,2000-07-15,2060-08-15,7.2847,7.2548,7.2695,4102.676773,0.00627276805246,7.0807,7.5154,7.0434,7.4779,Calculado
2026-06-13,NTN-F,2026-06-12,950199,2016-01-15,2027-01-01,14.2432,14.2039,14.226,1022.577672,0,13.9921,14.4995,14.0134,14.5179,Calculado
2026-06-13,NTN-F,2026-06-12,950199,2018-01-05,2029-01-01,14.4752,14.4451,14.464,957.363271,0.00014433755575,14.092,15.111,13.9816,15.0007,Calculado
2026-06-13,NTN-F,2026-06-12,950199,2020-01-10,2031-01-01,14.4829,14.4704,14.4765,907.422564,0,14.1701,15.1495,14.0394,15.0192,Calculado
2026-06-13,NTN-F,2026-06-12,950199,2022-01-07,2033-01-01,14.4607,14.4487,14.4551,869.410023,0.00056982968508,14.1365,15.114,14.0097,14.9875,Calculado
2026-06-13,NTN-F,2026-06-12,950199,2024-01-05,2035-01-01,14.4136,14.3917,14.4029,842.871631,0.0001154700394,14.0683,15.038,13.958,14.928,Calculado
2026-06-13,NTN-F,2026-06-12,950199,2026-01-09,2037-01-01,14.406,14.3909,14.398,820.990157,0.00160419944832,14.0485,15.0163,13.9548,14.9226,Calculado
